identifier,tm_arrival,tm_service1,tm_service2,tm_arrival_queue1,tm_start_service1,tm_end_service1,tm_arrival_queue2,tm_start_service2,tm_end_service2
42, 712.796704, 1.641529, 0.078260, 712.796704, 712.796704, 714.438233, 714.438233, 714.438233, 714.516493
43, 719.423859, 0.191815, 0.693046, 719.423859, 719.423859, 719.615674, 719.615674, 719.615674, 720.308720
44, 740.578361, 0.110188, 0.253808, 740.578361, 740.578361, 740.688549, 740.688549, 740.688549, 740.942358
45, 754.798894, 0.367495, 0.184836, 754.798894, 754.798894, 755.166390, 755.166390, 755.166390, 755.351226
46, 762.823169, 0.459409, 0.366595, 762.823169, 762.823169, 763.282579, 763.282579, 763.282579, 763.649173
47, 769.563926, 0.240006, 1.555092, 769.563926, 769.563926, 769.803932, 769.803932, 769.803932, 771.359023
48, 789.943821, 3.823627, 0.359784, 789.943821, 789.943821, 793.767448, 793.767448, 793.767448, 794.127232
49, 798.924552, 0.336884, 1.549786, 798.924552, 798.924552, 799.261436, 799.261436, 799.261436, 800.811222
50, 829.230680, 0.938016, 0.107339, 829.230680, 829.230680, 830.168696, 830.168696, 830.168696, 830.276035
51, 872.050845, 0.297598, 1.029600, 872.050845, 872.050845, 872.348443, 872.348443, 872.348443, 873.378043
52, 884.646410, 1.056365, 2.779402, 884.646410, 884.646410, 885.702775, 885.702775, 885.702775, 888.482177
53, 891.304341, 2.198023, 0.127585, 891.304341, 891.304341, 893.502364, 893.502364, 893.502364, 893.629949
54, 954.863059, 1.167587, 0.941791, 954.863059, 954.863059, 956.030646, 956.030646, 956.030646, 956.972437
55, 986.128552, 2.310609, 0.340279, 986.128552, 986.128552, 988.439162, 988.439162, 988.439162, 988.779440
56, 996.323548, 0.674859, 0.446178, 996.323548, 996.323548, 996.998407, 996.998407, 996.998407, 997.444585
57, 1013.652567, 0.435404, 0.094328, 1013.652567, 1013.652567, 1014.087971, 1014.087971, 1014.087971, 1014.182299
58, 1038.627758, 0.989510, 5.126508, 1038.627758, 1038.627758, 1039.617269, 1039.617269, 1039.617269, 1044.743777
59, 1045.840142, 0.024959, 0.044482, 1045.840142, 1045.840142, 1045.865101, 1045.865101, 1045.865101, 1045.909583
60, 1148.343936, 0.524310, 0.213764, 1148.343936, 1148.343936, 1148.868246, 1148.868246, 1148.868246, 1149.082009
61, 1248.687036, 2.156332, 0.257928, 1248.687036, 1248.687036, 1250.843368, 1250.843368, 1250.843368, 1251.101296
62, 1268.030003, 0.188389, 0.253780, 1268.030003, 1268.030003, 1268.218392, 1268.218392, 1268.218392, 1268.472172
63, 1279.895949, 0.045875, 0.394587, 1279.895949, 1279.895949, 1279.941824, 1279.941824, 1279.941824, 1280.336411
64, 1350.890576, 0.561681, 0.075072, 1350.890576, 1350.890576, 1351.452258, 1351.452258, 1351.452258, 1351.527330
65, 1370.153216, 1.000244, 0.392223, 1370.153216, 1370.153216, 1371.153459, 1371.153459, 1371.153459, 1371.545682
66, 1389.828367, 0.572269, 0.380458, 1389.828367, 1389.828367, 1390.400636, 1390.400636, 1390.400636, 1390.781094
67, 1415.283111, 0.012958, 0.147266, 1415.283111, 1415.283111, 1415.296069, 1415.296069, 1415.296069, 1415.443335
68, 1425.703600, 1.527463, 0.584249, 1425.703600, 1425.703600, 1427.231063, 1427.231063, 1427.231063, 1427.815312
69, 1467.512262, 0.823510, 0.070290, 1467.512262, 1467.512262, 1468.335772, 1468.335772, 1468.335772, 1468.406062
70, 1481.465947, 0.482209, 1.912148, 1481.465947, 1481.465947, 1481.948156, 1481.948156, 1481.948156, 1483.860304
71, 1484.048643, 0.537553, 0.665919, 1484.048643, 1484.048643, 1484.586197, 1484.586197, 1484.586197, 1485.252115
72, 1510.823826, 0.067741, 1.161298, 1510.823826, 1510.823826, 1510.891567, 1510.891567, 1510.891567, 1512.052865
73, 1517.152950, 0.094906, 1.862632, 1517.152950, 1517.152950, 1517.247856, 1517.247856, 1517.247856, 1519.110488
74, 1544.313363, 0.223110, 0.927833, 1544.313363, 1544.313363, 1544.536473, 1544.536473, 1544.536473, 1545.464306
75, 1582.590324, 3.529073, 1.215243, 1582.590324, 1582.590324, 1586.119397, 1586.119397, 1586.119397, 1587.334640
76, 1594.096811, 0.984902, 0.222498, 1594.096811, 1594.096811, 1595.081713, 1595.081713, 1595.359232, 1595.581729
77, 1594.513321, 0.277519, 0.465167, 1594.513321, 1595.081713, 1595.359232, 1595.359232, 1595.581729, 1596.046896
78, 1611.499503, 0.480484, 1.293761, 1611.499503, 1611.499503, 1611.979987, 1611.979987, 1611.979987, 1613.273748
79, 1613.928829, 1.607489, 0.072377, 1613.928829, 1613.928829, 1615.536318, 1615.536318, 1617.113738, 1617.186115
80, 1614.114829, 1.577420, 0.019320, 1614.114829, 1615.536318, 1617.113738, 1617.113738, 1617.186115, 1617.205434
81, 1625.388319, 0.171103, 1.439167, 1625.388319, 1625.388319, 1625.559422, 1625.559422, 1625.559422, 1626.998588
82, 1653.715706, 0.081908, 0.440229, 1653.715706, 1653.715706, 1653.797613, 1653.797613, 1653.797613, 1654.237842
83, 1657.352456, 1.397859, 1.301280, 1657.352456, 1657.352456, 1658.750316, 1658.750316, 1658.962500, 1660.263780
84, 1657.695308, 0.212184, 0.053420, 1657.695308, 1658.750316, 1658.962500, 1658.962500, 1660.263780, 1660.317200
85, 1666.432787, 0.934852, 1.092225, 1666.432787, 1666.432787, 1667.367638, 1667.367638, 1667.367638, 1668.459863
86, 1697.340755, 0.046519, 0.782470, 1697.340755, 1697.340755, 1697.387274, 1697.387274, 1697.387274, 1698.169745
87, 1698.515964, 1.008681, 0.282847, 1698.515964, 1698.515964, 1699.524645, 1699.524645, 1699.524645, 1699.807492
88, 1752.588462, 0.003853, 0.431957, 1752.588462, 1752.588462, 1752.592315, 1752.592315, 1752.592315, 1753.024272
89, 1792.733487, 0.902255, 0.097332, 1792.733487, 1792.733487, 1793.635743, 1793.635743, 1793.635743, 1793.733075
90, 1829.336422, 1.444313, 1.306954, 1829.336422, 1829.336422, 1830.780735, 1830.780735, 1830.780735, 1834.370889
91, 1831.649566, 2.283200, 1.105133, 1831.649566, 1831.649566, 1833.932767, 1833.932767, 1834.370889, 1835.476023
92, 1836.625254, 0.220265, 1.628944, 1836.625254, 1836.625254, 1836.845519, 1836.845519, 1836.845519, 1838.474462
93, 1911.943755, 2.823200, 0.045612, 1911.943755, 1911.943755, 1914.766955, 1914.766955, 1914.948627, 1914.994238
94, 1914.500757, 0.181671, 0.313925, 1914.500757, 1914.766955, 1914.948627, 1914.948627, 1914.994238, 1915.308163
95, 1928.564810, 0.625907, 2.299290, 1928.564810, 1928.564810, 1929.190717, 1929.190717, 1929.190717, 1931.490007
96, 1943.998024, 0.899997, 0.382235, 1943.998024, 1943.998024, 1944.898021, 1944.898021, 1944.898021, 1945.280256
97, 1945.637384, 3.265521, 0.682508, 1945.637384, 1945.637384, 1948.902905, 1948.902905, 1949.158051, 1949.840559
98, 1948.509802, 0.255146, 1.611154, 1948.509802, 1948.902905, 1949.158051, 1949.158051, 1949.840559, 1951.468952
99, 1950.112333, 0.017239, 1.523601, 1950.112333, 1950.112333, 1950.129572, 1950.129572, 1951.468952, 1952.992552
100, 2030.423054, 1.065017, 0.032095, 2030.423054, 2030.423054, 2031.488072, 2031.488072, 2031.488072, 2031.520166
