identifier,tm_arrival,tm_service1,tm_service2,tm_arrival_queue1,tm_start_service1,tm_end_service1,tm_arrival_queue2,tm_start_service2,tm_end_service2
44, 161.426271, 4.535150, 1.308581, 161.426271, 161.426271, 165.961421, 165.961421, 166.648646, 167.957227
45, 168.719897, 0.808258, 0.673750, 168.719897, 168.719897, 169.528154, 169.528154, 169.528154, 170.201904
46, 173.779330, 1.099798, 2.575348, 173.779330, 173.779330, 174.879128, 174.879128, 174.879128, 177.454476
47, 177.488677, 1.519178, 0.761317, 177.488677, 177.488677, 179.007855, 179.007855, 179.107501, 183.765238
48, 177.517463, 0.099645, 1.652215, 177.517463, 179.007855, 179.107501, 179.107501, 183.765238, 189.673274
49, 179.691708, 3.214175, 3.030298, 179.691708, 179.691708, 182.905883, 182.905883, 189.673274, 192.703571
50, 180.103997, 0.682246, 0.079111, 180.103997, 182.905883, 183.588129, 183.588129, 192.703571, 192.782682
51, 184.336110, 1.506894, 0.614176, 184.336110, 184.336110, 185.843004, 185.843004, 192.782682, 193.396858
52, 186.434217, 0.952232, 0.614179, 186.434217, 186.434217, 187.386448, 187.386448, 193.396858, 194.011037
53, 186.555534, 1.796694, 0.347120, 186.555534, 187.386448, 189.183143, 189.183143, 194.011037, 194.358157
54, 200.286358, 0.379886, 0.067394, 200.286358, 200.286358, 200.666244, 200.666244, 200.666244, 200.733638
55, 204.509975, 0.282531, 0.359863, 204.509975, 204.509975, 204.792506, 204.792506, 204.792506, 205.152370
56, 206.167724, 0.327600, 0.618680, 206.167724, 206.167724, 206.495324, 206.495324, 206.495324, 207.114004
57, 210.031133, 2.737936, 0.936007, 210.031133, 210.031133, 212.769069, 212.769069, 212.769069, 213.705075
58, 222.067813, 0.925957, 0.997131, 222.067813, 222.067813, 222.993770, 222.993770, 222.993770, 223.990901
59, 229.656913, 2.244138, 0.647015, 229.656913, 229.656913, 231.901051, 231.901051, 231.901051, 232.548065
60, 234.662046, 0.233289, 0.050692, 234.662046, 234.662046, 234.895335, 234.895335, 234.895335, 234.946027
61, 239.883267, 0.611470, 0.194895, 239.883267, 239.883267, 240.494737, 240.494737, 240.494737, 240.689632
62, 242.261580, 1.960500, 0.555471, 242.261580, 242.261580, 244.222080, 244.222080, 244.222080, 244.777551
63, 245.803253, 1.129629, 0.053544, 245.803253, 245.803253, 246.932881, 246.932881, 246.932881, 246.986425
64, 247.060600, 2.261343, 1.115638, 247.060600, 247.060600, 249.321942, 249.321942, 250.152014, 251.267653
65, 247.256245, 0.830072, 0.499679, 247.256245, 249.321942, 250.152014, 250.152014, 251.267653, 251.767331
66, 254.276707, 2.661999, 0.144790, 254.276707, 254.276707, 256.938706, 256.938706, 260.099748, 260.244538
67, 255.104460, 1.061658, 0.721250, 255.104460, 256.938706, 258.000364, 258.000364, 260.244538, 260.965788
68, 255.502589, 0.484939, 0.689365, 255.502589, 258.000364, 258.485302, 258.485302, 260.965788, 261.655153
69, 257.080269, 0.024568, 0.266267, 257.080269, 258.485302, 258.509870, 258.509870, 261.655153, 261.921421
70, 257.141309, 0.083091, 0.016251, 257.141309, 258.509870, 258.592961, 258.592961, 261.921421, 261.937671
71, 257.786980, 0.898482, 0.261545, 257.786980, 258.592961, 259.491443, 259.491443, 261.937671, 262.199216
72, 257.907378, 0.608305, 0.749260, 257.907378, 259.491443, 260.099748, 260.099748, 262.199216, 262.948476
73, 264.372094, 1.668353, 2.862297, 264.372094, 264.372094, 266.040447, 266.040447, 266.464275, 269.326573
74, 265.056501, 0.423828, 0.335209, 265.056501, 266.040447, 266.464275, 266.464275, 269.326573, 269.661782
75, 271.359339, 3.486772, 0.602570, 271.359339, 271.359339, 274.846112, 274.846112, 274.846112, 275.448681
76, 278.226845, 0.128558, 0.331544, 278.226845, 278.226845, 278.355403, 278.355403, 278.355403, 278.686947
77, 289.781451, 1.143877, 0.161463, 289.781451, 289.781451, 290.925328, 290.925328, 290.925328, 291.086790
78, 295.006481, 0.327835, 1.599331, 295.006481, 295.006481, 295.334316, 295.334316, 295.334316, 296.933647
79, 321.146053, 0.768500, 1.932022, 321.146053, 321.146053, 321.914553, 321.914553, 321.914553, 323.846576
80, 326.636051, 0.888243, 0.799132, 326.636051, 326.636051, 327.524294, 327.524294, 327.524294, 328.323426
81, 328.543380, 0.420868, 0.893431, 328.543380, 328.543380, 328.964248, 328.964248, 328.964248, 329.857679
82, 332.665322, 2.664158, 1.670150, 332.665322, 332.665322, 335.329480, 335.329480, 336.263875, 337.934025
83, 332.814351, 0.934394, 0.368193, 332.814351, 335.329480, 336.263875, 336.263875, 337.934025, 338.302217
84, 341.061387, 0.695026, 2.621796, 341.061387, 341.061387, 341.756413, 341.756413, 343.391071, 346.012867
85, 341.511943, 1.634658, 0.020629, 341.511943, 341.756413, 343.391071, 343.391071, 346.012867, 346.033497
86, 349.224751, 1.528080, 0.850973, 349.224751, 349.224751, 350.752831, 350.752831, 350.752831, 355.231832
87, 350.873920, 3.286308, 0.099099, 350.873920, 350.873920, 354.160228, 354.160228, 355.231832, 355.330930
88, 351.407135, 0.317302, 1.048183, 351.407135, 354.160228, 354.477531, 354.477531, 355.330930, 356.616313
89, 352.373456, 0.024417, 1.586469, 352.373456, 354.477531, 354.501948, 354.501948, 356.616313, 361.953084
90, 356.287487, 0.237200, 0.248258, 356.287487, 356.287487, 356.524688, 356.524688, 361.953084, 362.201343
91, 357.798746, 3.597934, 1.362072, 357.798746, 357.798746, 361.396679, 361.396679, 362.201343, 364.309639
92, 359.911832, 0.152368, 2.197483, 359.911832, 361.396679, 361.549047, 361.549047, 364.309639, 366.507121
93, 363.471058, 0.746224, 0.265604, 363.471058, 363.471058, 364.217282, 364.217282, 366.507121, 366.772725
94, 371.943449, 0.355519, 0.094420, 371.943449, 371.943449, 372.298968, 372.298968, 372.298968, 372.393388
95, 373.094905, 1.499415, 0.341203, 373.094905, 373.094905, 374.594319, 374.594319, 374.594319, 374.935522
96, 386.662778, 3.606843, 1.637413, 386.662778, 386.662778, 390.269621, 390.269621, 391.281394, 393.291258
97, 387.171503, 1.011773, 0.094225, 387.171503, 390.269621, 391.281394, 391.281394, 393.291258, 393.385483
98, 391.437069, 0.372451, 2.313339, 391.437069, 391.437069, 391.809520, 391.809520, 393.385483, 395.743549
99, 393.497615, 0.044728, 0.416237, 393.497615, 393.497615, 393.542342, 393.542342, 395.743549, 396.159786
100, 396.644408, 0.332671, 3.134911, 396.644408, 396.644408, 396.977079, 396.977079, 396.977079, 400.111990
