identifier,tm_arrival,tm_service1,tm_service2,tm_arrival_queue1,tm_start_service1,tm_end_service1,tm_arrival_queue2,tm_start_service2,tm_end_service2
1, 7.961503, 1.592301, 0.202649, 7.961503, 7.961503, 9.553803, 9.553803, 11.066527, 11.269176
2, 8.974745, 1.512724, 0.908447, 8.974745, 9.553803, 11.066527, 11.066527, 11.269176, 12.177623
3, 16.538366, 0.590289, 0.105333, 16.538366, 16.538366, 17.128655, 17.128655, 17.128655, 17.233987
4, 21.080601, 0.614796, 0.406028, 21.080601, 21.080601, 21.695397, 21.695397, 21.695397, 22.101425
5, 24.032045, 0.154162, 1.052364, 24.032045, 24.032045, 24.186207, 24.186207, 24.186207, 25.296636
6, 24.558708, 0.058065, 1.280130, 24.558708, 24.558708, 24.616773, 24.616773, 25.296636, 26.576765
7, 27.632689, 2.789576, 0.000779, 27.632689, 27.632689, 30.422264, 30.422264, 36.757162, 36.757941
8, 29.662830, 4.855115, 0.960978, 29.662830, 30.422264, 35.277379, 35.277379, 36.757941, 37.718920
9, 30.433639, 0.945856, 0.007091, 30.433639, 35.277379, 36.223236, 36.223236, 37.718920, 37.726011
10, 35.695459, 0.023333, 0.743966, 35.695459, 36.223236, 36.246568, 36.246568, 37.726011, 38.469977
11, 35.985785, 0.510594, 0.047790, 35.985785, 36.246568, 36.757162, 36.757162, 38.469977, 38.517767
12, 42.386433, 3.640300, 0.264970, 42.386433, 42.386433, 46.026733, 46.026733, 46.026733, 46.291703
13, 56.334311, 0.094977, 0.963346, 56.334311, 56.334311, 56.429289, 56.429289, 56.911303, 57.874649
14, 56.338207, 0.482015, 4.088217, 56.338207, 56.429289, 56.911303, 56.911303, 57.874649, 61.962866
15, 80.613783, 0.628789, 1.965687, 80.613783, 80.613783, 81.242572, 81.242572, 81.242572, 83.208259
16, 85.418674, 1.140396, 0.598745, 85.418674, 85.418674, 86.559070, 86.559070, 86.559070, 87.157815
17, 90.147957, 0.013354, 2.850797, 90.147957, 90.147957, 90.161310, 90.161310, 90.161310, 93.856684
18, 90.183413, 0.828482, 0.486810, 90.183413, 90.183413, 91.011895, 91.011895, 93.856684, 94.619282
19, 90.300076, 0.016095, 0.262526, 90.300076, 91.011895, 91.027990, 91.027990, 94.619282, 94.881808
20, 94.019907, 0.275787, 1.149685, 94.019907, 94.019907, 94.295694, 94.295694, 94.881808, 96.031493
21, 96.572877, 0.941600, 1.790929, 96.572877, 96.572877, 97.514477, 97.514477, 97.704868, 99.495798
22, 96.811825, 0.190392, 0.496037, 96.811825, 97.514477, 97.704868, 97.704868, 99.495798, 99.991834
23, 115.013323, 0.201182, 1.407973, 115.013323, 115.013323, 115.214505, 115.214505, 115.214505, 118.014771
24, 116.338175, 0.553656, 0.233120, 116.338175, 116.338175, 116.891832, 116.891832, 118.014771, 118.247891
25, 116.813062, 0.838636, 0.031814, 116.813062, 116.891832, 117.730468, 117.730468, 118.247891, 118.279705
26, 121.629790, 1.846964, 0.597390, 121.629790, 121.629790, 123.476755, 123.476755, 123.476755, 124.576920
27, 124.039864, 0.502775, 2.612634, 124.039864, 124.039864, 124.542639, 124.542639, 124.576920, 127.189553
28, 144.480946, 1.299280, 0.395328, 144.480946, 144.480946, 145.780227, 145.780227, 145.780227, 146.175554
29, 147.624892, 0.845003, 0.735709, 147.624892, 147.624892, 148.469895, 148.469895, 148.469895, 149.205604
30, 157.453328, 3.248614, 1.861327, 157.453328, 157.453328, 160.701943, 160.701943, 160.701943, 162.563270
31, 163.155307, 1.375632, 0.775860, 163.155307, 163.155307, 164.530939, 164.530939, 164.530939, 165.306799
32, 166.149033, 0.883705, 3.359729, 166.149033, 166.149033, 167.032738, 167.032738, 167.966771, 171.326500
33, 166.215802, 0.934033, 0.322963, 166.215802, 167.032738, 167.966771, 167.966771, 171.326500, 171.649462
34, 180.469786, 0.351366, 0.180643, 180.469786, 180.469786, 180.821151, 180.821151, 180.821151, 181.001795
35, 184.612195, 0.015760, 0.550609, 184.612195, 184.612195, 184.627955, 184.627955, 184.627955, 185.178564
36, 187.046247, 0.502331, 0.347415, 187.046247, 187.046247, 187.548578, 187.548578, 187.562758, 187.910174
37, 187.126723, 0.014180, 0.221698, 187.126723, 187.548578, 187.562758, 187.562758, 187.910174, 188.131871
38, 188.439354, 1.242513, 1.561484, 188.439354, 188.439354, 189.681867, 189.681867, 189.681867, 192.174653
39, 189.818289, 0.931303, 2.607764, 189.818289, 189.818289, 190.749592, 190.749592, 192.174653, 194.782418
40, 195.566715, 1.052904, 2.464630, 195.566715, 195.566715, 196.619619, 196.619619, 196.619619, 199.084249
41, 200.274715, 1.897377, 0.596839, 200.274715, 200.274715, 202.172092, 202.172092, 202.172092, 202.768931
42, 209.229361, 0.100274, 0.463335, 209.229361, 209.229361, 209.329635, 209.329635, 209.329635, 209.792970
43, 210.181320, 1.105157, 1.096382, 210.181320, 210.181320, 211.286477, 211.286477, 211.286477, 212.382859
44, 212.661502, 0.894768, 0.321200, 212.661502, 212.661502, 213.556271, 213.556271, 213.556271, 214.701281
45, 213.667410, 0.823811, 0.482768, 213.667410, 213.667410, 214.491221, 214.491221, 214.701281, 215.184049
46, 220.707277, 3.565321, 1.889905, 220.707277, 220.707277, 224.272598, 224.272598, 225.847565, 227.737470
47, 223.475559, 1.279162, 0.269168, 223.475559, 224.272598, 225.551759, 225.551759, 227.737470, 228.006638
48, 224.641160, 0.295806, 0.041274, 224.641160, 225.551759, 225.847565, 225.847565, 228.006638, 228.047912
49, 228.834341, 1.240163, 0.117535, 228.834341, 228.834341, 230.074504, 230.074504, 230.653138, 230.770673
50, 228.993411, 0.578634, 0.225295, 228.993411, 230.074504, 230.653138, 230.653138, 230.770673, 230.995968
51, 238.228232, 2.261094, 0.645062, 238.228232, 238.228232, 240.489326, 240.489326, 240.489326, 241.134389
52, 241.215183, 0.828453, 1.189137, 241.215183, 241.215183, 242.043635, 242.043635, 242.043635, 243.232772
53, 243.729058, 0.150046, 0.927396, 243.729058, 243.729058, 243.879104, 243.879104, 243.879104, 244.806500
54, 256.792226, 0.776183, 0.226977, 256.792226, 256.792226, 257.568410, 257.568410, 257.568410, 257.795387
55, 263.288628, 2.862138, 0.913458, 263.288628, 263.288628, 266.150766, 266.150766, 267.337505, 268.250963
56, 265.265267, 1.186739, 2.124170, 265.265267, 266.150766, 267.337505, 267.337505, 268.250963, 271.354241
57, 269.490283, 0.979108, 0.350457, 269.490283, 269.490283, 270.469391, 270.469391, 271.354241, 271.704698
58, 273.168826, 0.111484, 0.609789, 273.168826, 273.168826, 273.280310, 273.280310, 273.280310, 273.890099
59, 289.411898, 0.246464, 0.538728, 289.411898, 289.411898, 289.658362, 289.658362, 289.658362, 290.197090
60, 298.718534, 2.147980, 0.392073, 298.718534, 298.718534, 300.866514, 300.866514, 300.866514, 301.258587
61, 305.596694, 0.130209, 0.440519, 305.596694, 305.596694, 305.726903, 305.726903, 305.726903, 306.167422
62, 309.475992, 2.373313, 0.317636, 309.475992, 309.475992, 311.849305, 311.849305, 311.849305, 312.166941
63, 313.894519, 1.043244, 0.000521, 313.894519, 313.894519, 314.937763, 314.937763, 314.937763, 314.938284
64, 330.693162, 0.434743, 0.363529, 330.693162, 330.693162, 331.127905, 331.127905, 331.127905, 331.491434
65, 335.363326, 0.179911, 0.763762, 335.363326, 335.363326, 335.543238, 335.543238, 335.543238, 336.306999
66, 336.978140, 0.663258, 1.179072, 336.978140, 336.978140, 337.641398, 337.641398, 337.641398, 339.134376
67, 338.734967, 0.313906, 0.279880, 338.734967, 338.734967, 339.048873, 339.048873, 339.134376, 339.414256
68, 339.638184, 0.184273, 0.246878, 339.638184, 339.638184, 339.822457, 339.822457, 340.639133, 340.886011
69, 339.716984, 0.816676, 0.517240, 339.716984, 339.822457, 340.639133, 340.639133, 340.886011, 341.403251
70, 342.470029, 0.067094, 0.292916, 342.470029, 342.470029, 342.537122, 342.537122, 342.537122, 342.830039
71, 344.981684, 0.283525, 1.191729, 344.981684, 344.981684, 345.265209, 345.265209, 345.265209, 346.456938
72, 346.718761, 1.245735, 0.160271, 346.718761, 346.718761, 347.964495, 347.964495, 357.846370, 358.006641
73, 346.789660, 6.092607, 0.310311, 346.789660, 347.964495, 354.057103, 354.057103, 358.006641, 358.316952
74, 347.898148, 3.755658, 0.529392, 347.898148, 354.057103, 357.812761, 357.812761, 358.316952, 358.846344
75, 354.110711, 0.033609, 0.423229, 354.110711, 357.812761, 357.846370, 357.846370, 358.846344, 359.269573
76, 361.918130, 1.006082, 1.141641, 361.918130, 361.918130, 362.924213, 362.924213, 362.924213, 364.065854
77, 366.574644, 0.757013, 0.593814, 366.574644, 366.574644, 367.331657, 367.331657, 367.331657, 367.925472
78, 379.613466, 0.804958, 0.898197, 379.613466, 379.613466, 380.418424, 380.418424, 380.418424, 381.316621
79, 384.877987, 0.084310, 0.461487, 384.877987, 384.877987, 384.962296, 384.962296, 384.962296, 385.423784
80, 397.201136, 0.277283, 1.625261, 397.201136, 397.201136, 397.478418, 397.478418, 397.478418, 399.103680
81, 406.688021, 0.635446, 4.099747, 406.688021, 406.688021, 407.323467, 407.323467, 407.323467, 414.242961
82, 409.672215, 0.508868, 1.695169, 409.672215, 409.672215, 410.181083, 410.181083, 414.242961, 415.938130
83, 410.173583, 1.601198, 0.163363, 410.173583, 410.181083, 411.782281, 411.782281, 415.938130, 416.101494
84, 412.490259, 0.709681, 1.190112, 412.490259, 412.490259, 413.199939, 413.199939, 416.101494, 417.291606
85, 418.016046, 1.954458, 0.394464, 418.016046, 418.016046, 419.970504, 419.970504, 419.970504, 420.364968
86, 423.497955, 0.248770, 1.241846, 423.497955, 423.497955, 423.746726, 423.746726, 423.746726, 424.988572
87, 427.971797, 1.658109, 0.428733, 427.971797, 427.971797, 429.629906, 429.629906, 429.731027, 430.159760
88, 429.577797, 0.101121, 2.822170, 429.577797, 429.629906, 429.731027, 429.731027, 430.159760, 432.981930
89, 433.696850, 0.506787, 0.729295, 433.696850, 433.696850, 434.203637, 434.203637, 434.203637, 434.932932
90, 436.110689, 1.818371, 1.126056, 436.110689, 436.110689, 437.929060, 437.929060, 437.929060, 439.055115
91, 453.937293, 1.328841, 0.234548, 453.937293, 453.937293, 455.266134, 455.266134, 455.266134, 455.500682
92, 463.386817, 0.779682, 1.190019, 463.386817, 463.386817, 464.166499, 464.166499, 464.166499, 465.356517
93, 469.782626, 0.259483, 0.192317, 469.782626, 469.782626, 470.042109, 470.042109, 470.042109, 470.234426
94, 471.128464, 4.026780, 0.726985, 471.128464, 471.128464, 475.155244, 475.155244, 478.821932, 482.018332
95, 472.607495, 0.302226, 5.586986, 472.607495, 475.155244, 475.457471, 475.457471, 482.018332, 489.998791
96, 472.813864, 3.364461, 0.817110, 472.813864, 475.457471, 478.821932, 478.821932, 489.998791, 490.815901
97, 479.014678, 2.142478, 0.209126, 479.014678, 479.014678, 481.157156, 481.157156, 490.815901, 491.025027
98, 479.602354, 0.326938, 1.205166, 479.602354, 481.157156, 481.484093, 481.484093, 491.025027, 492.230193
99, 482.495526, 1.875105, 1.940197, 482.495526, 482.495526, 484.370631, 484.370631, 492.230193, 494.170390
100, 483.622000, 0.518368, 2.187206, 483.622000, 484.370631, 484.888998, 484.888998, 494.170390, 499.799627
101, 494.927470, 1.903329, 2.743185, 494.927470, 494.927470, 496.830798, 496.830798, 499.799627, 503.411949
102, 498.152782, 1.538703, 1.105601, 498.152782, 498.152782, 499.691485, 499.691485, 503.411949, 504.517551
103, 502.295046, 0.869137, 0.465665, 502.295046, 502.295046, 503.164183, 503.164183, 504.517551, 504.983216
104, 508.240731, 2.815637, 3.636812, 508.240731, 508.240731, 511.056369, 511.056369, 511.390333, 515.691927
105, 508.990960, 0.333965, 0.364367, 508.990960, 511.056369, 511.390333, 511.390333, 515.691927, 516.056294
106, 513.627938, 0.664781, 0.594976, 513.627938, 513.627938, 514.292719, 514.292719, 516.056294, 516.651270
107, 517.508855, 5.195304, 0.193494, 517.508855, 517.508855, 522.704159, 522.704159, 522.722400, 522.915894
108, 518.643742, 0.018241, 0.681009, 518.643742, 522.704159, 522.722400, 522.722400, 522.915894, 523.596902
109, 532.954434, 0.197016, 0.456446, 532.954434, 532.954434, 533.151451, 533.151451, 533.151451, 533.607897
110, 537.521727, 1.363244, 1.276328, 537.521727, 537.521727, 538.884971, 538.884971, 538.884971, 540.161299
111, 543.455420, 0.368257, 0.782066, 543.455420, 543.455420, 543.823677, 543.823677, 543.823677, 544.605743
112, 554.076269, 0.710933, 1.011516, 554.076269, 554.076269, 554.787201, 554.787201, 554.787201, 555.798717
113, 558.971810, 0.288298, 0.891283, 558.971810, 558.971810, 559.260108, 559.260108, 559.260108, 560.151391
114, 560.724093, 3.858144, 0.666977, 560.724093, 560.724093, 564.582237, 564.582237, 568.745665, 569.412642
115, 561.281513, 2.365512, 0.569858, 561.281513, 564.582237, 566.947749, 566.947749, 569.412642, 569.982501
116, 564.330459, 0.430904, 1.035929, 564.330459, 566.947749, 567.378653, 567.378653, 569.982501, 571.018429
117, 565.562779, 1.105408, 1.996333, 565.562779, 567.378653, 568.484060, 568.484060, 571.018429, 573.014762
118, 568.256418, 0.261605, 0.691535, 568.256418, 568.484060, 568.745665, 568.745665, 573.014762, 573.706298
119, 578.996316, 0.848642, 1.463409, 578.996316, 578.996316, 579.844958, 579.844958, 579.844958, 581.352950
120, 580.956680, 0.044583, 5.212233, 580.956680, 580.956680, 581.001263, 581.001263, 581.352950, 589.349769
121, 581.607724, 0.634774, 0.327894, 581.607724, 581.607724, 582.242498, 582.242498, 589.349769, 589.677662
122, 583.810320, 2.149813, 1.377211, 583.810320, 583.810320, 585.960132, 585.960132, 589.677662, 591.054873
123, 595.676884, 3.059137, 0.401598, 595.676884, 595.676884, 598.736021, 598.736021, 599.540692, 599.942290
124, 597.265063, 0.804671, 0.849316, 597.265063, 598.736021, 599.540692, 599.540692, 599.942290, 600.791606
125, 602.481284, 3.928741, 0.078336, 602.481284, 602.481284, 606.410025, 606.410025, 609.413072, 609.491408
126, 602.483887, 0.364847, 0.211846, 602.483887, 606.410025, 606.774872, 606.774872, 609.491408, 609.703254
127, 604.657601, 0.312624, 0.664132, 604.657601, 606.774872, 607.087496, 607.087496, 609.703254, 610.367386
128, 606.475245, 0.466309, 0.502017, 606.475245, 607.087496, 607.553805, 607.553805, 610.367386, 610.869403
129, 607.374802, 1.859266, 2.659501, 607.374802, 607.553805, 609.413072, 609.413072, 610.869403, 613.601922
130, 611.193610, 0.073018, 0.234355, 611.193610, 611.193610, 611.266628, 611.266628, 613.601922, 613.836276
131, 614.509901, 1.112134, 0.444175, 614.509901, 614.509901, 615.622035, 615.622035, 615.622035, 616.066210
132, 620.405262, 0.293249, 0.349970, 620.405262, 620.405262, 620.698511, 620.698511, 620.698511, 621.048481
133, 621.974792, 0.389421, 1.888291, 621.974792, 621.974792, 622.364213, 622.364213, 622.364213, 625.204200
134, 623.374192, 0.146902, 1.234126, 623.374192, 623.374192, 623.521094, 623.521094, 625.204200, 626.982676
135, 624.295556, 0.804794, 0.351702, 624.295556, 624.295556, 625.100350, 625.100350, 626.982676, 627.334377
136, 625.529947, 0.544349, 0.295992, 625.529947, 625.529947, 626.074297, 626.074297, 627.334377, 627.630370
137, 629.613328, 0.945497, 0.085116, 629.613328, 629.613328, 630.558826, 630.558826, 630.558826, 630.643941
138, 632.199527, 0.005198, 0.988578, 632.199527, 632.199527, 632.204725, 632.204725, 632.204725, 633.409314
139, 632.534995, 0.216011, 0.073583, 632.534995, 632.534995, 632.751006, 632.751006, 633.409314, 633.482897
140, 633.999576, 0.505480, 0.052103, 633.999576, 633.999576, 634.505056, 634.505056, 634.505056, 634.557158
141, 635.417203, 2.176985, 0.028005, 635.417203, 635.417203, 637.594189, 637.594189, 637.594189, 637.622194
142, 641.375848, 0.864802, 0.577097, 641.375848, 641.375848, 642.240650, 642.240650, 642.240650, 642.817747
143, 647.604522, 1.114821, 0.397724, 647.604522, 647.604522, 648.719344, 648.719344, 648.887811, 649.285536
144, 648.405876, 0.168468, 4.008583, 648.405876, 648.719344, 648.887811, 648.887811, 649.285536, 653.294119
145, 678.868913, 1.825938, 1.969007, 678.868913, 678.868913, 680.694851, 680.694851, 680.982868, 682.951876
146, 680.420467, 0.288017, 0.039609, 680.420467, 680.694851, 680.982868, 680.982868, 682.951876, 682.991484
147, 699.198760, 0.361351, 0.770206, 699.198760, 699.198760, 699.560111, 699.560111, 699.560111, 700.330317
148, 701.845719, 0.395492, 1.759499, 701.845719, 701.845719, 702.241211, 702.241211, 702.558038, 704.928672
149, 702.013766, 0.316827, 3.359628, 702.013766, 702.241211, 702.558038, 702.558038, 704.928672, 708.288300
150, 704.129910, 0.611134, 1.845306, 704.129910, 704.129910, 704.741044, 704.741044, 708.288300, 710.349750
151, 709.160322, 0.216143, 0.529930, 709.160322, 709.160322, 709.376465, 709.376465, 710.349750, 710.879680
152, 714.868528, 1.202348, 0.148910, 714.868528, 714.868528, 716.070876, 716.070876, 716.070876, 716.219786
153, 718.653593, 0.142423, 3.491238, 718.653593, 718.653593, 718.796016, 718.796016, 718.796016, 723.541100
154, 721.622666, 1.253846, 0.041935, 721.622666, 721.622666, 722.876512, 722.876512, 723.541100, 723.583035
155, 725.647453, 0.508862, 0.568315, 725.647453, 725.647453, 726.156316, 726.156316, 726.156316, 726.724631
156, 730.138439, 1.362744, 0.288830, 730.138439, 730.138439, 731.501184, 731.501184, 731.704934, 731.993764
157, 730.559987, 0.203750, 0.084331, 730.559987, 731.501184, 731.704934, 731.704934, 731.993764, 732.078095
158, 732.867423, 0.559166, 1.166356, 732.867423, 732.867423, 733.426589, 733.426589, 733.426589, 734.652900
159, 734.253838, 0.059956, 2.467622, 734.253838, 734.253838, 734.313793, 734.313793, 734.652900, 737.120522
160, 742.380144, 0.584028, 0.274157, 742.380144, 742.380144, 742.964171, 742.964171, 742.964171, 743.238328
161, 745.557372, 0.098576, 0.201952, 745.557372, 745.557372, 745.655948, 745.655948, 745.655948, 745.857900
162, 766.056109, 2.727447, 1.016859, 766.056109, 766.056109, 768.783556, 768.783556, 769.510666, 770.527524
163, 768.600450, 0.727110, 1.070349, 768.600450, 768.783556, 769.510666, 769.510666, 770.527524, 771.597874
164, 777.076297, 0.572121, 1.309479, 777.076297, 777.076297, 777.648418, 777.648418, 777.648418, 778.957897
165, 785.082285, 0.048892, 0.834796, 785.082285, 785.082285, 785.131177, 785.131177, 785.131177, 786.138717
166, 785.899102, 0.172743, 0.128020, 785.899102, 785.899102, 786.071846, 786.071846, 786.138717, 786.266737
167, 789.447506, 0.418367, 0.096290, 789.447506, 789.447506, 789.865873, 789.865873, 789.865873, 789.962163
168, 795.398066, 0.098889, 0.373114, 795.398066, 795.398066, 795.496955, 795.496955, 795.496955, 795.870069
169, 805.170357, 3.887844, 0.192772, 805.170357, 805.170357, 809.058201, 809.058201, 810.720125, 810.912898
170, 807.142678, 0.017310, 1.441234, 807.142678, 809.058201, 809.075511, 809.075511, 810.912898, 812.354132
171, 808.386530, 1.644614, 0.425113, 808.386530, 809.075511, 810.720125, 810.720125, 812.354132, 812.779245
172, 814.595761, 0.624879, 1.049176, 814.595761, 814.595761, 815.220640, 815.220640, 815.220640, 816.269815
173, 822.886304, 0.049252, 2.978791, 822.886304, 822.886304, 822.935556, 822.935556, 822.935556, 828.107313
174, 825.029967, 2.177543, 0.302313, 825.029967, 825.029967, 827.207510, 827.207510, 828.107313, 828.409626
175, 825.535573, 0.015423, 2.709596, 825.535573, 827.207510, 827.222933, 827.222933, 828.409626, 831.119222
176, 839.646423, 0.695229, 0.775176, 839.646423, 839.646423, 840.341652, 840.341652, 840.341652, 841.116829
177, 842.180359, 1.151898, 0.956725, 842.180359, 842.180359, 843.332257, 843.332257, 843.332257, 844.288983
178, 845.826836, 2.880470, 2.886907, 845.826836, 845.826836, 848.707306, 848.707306, 848.707306, 851.594212
179, 854.918691, 2.018903, 1.011711, 854.918691, 854.918691, 856.937595, 856.937595, 856.937595, 857.949305
180, 860.548970, 1.614196, 1.130624, 860.548970, 860.548970, 862.163166, 862.163166, 862.163166, 863.293790
181, 867.193177, 0.851831, 0.137540, 867.193177, 867.193177, 868.045008, 868.045008, 868.045008, 868.182548
182, 868.365916, 1.667089, 1.718357, 868.365916, 868.365916, 870.033006, 870.033006, 870.033006, 871.751363
183, 872.264324, 0.983338, 1.717173, 872.264324, 872.264324, 873.247662, 873.247662, 873.247662, 874.964835
184, 878.214417, 1.054073, 0.231534, 878.214417, 878.214417, 879.268491, 879.268491, 879.268491, 879.500025
185, 879.511834, 0.320152, 0.241548, 879.511834, 879.511834, 879.831986, 879.831986, 879.831986, 880.073534
186, 880.473421, 0.473625, 0.039743, 880.473421, 880.473421, 880.947045, 880.947045, 880.947045, 880.986788
187, 900.607320, 0.963000, 0.410308, 900.607320, 900.607320, 901.570320, 901.570320, 901.570320, 901.980628
188, 904.242246, 1.066308, 0.486778, 904.242246, 904.242246, 905.308553, 905.308553, 905.308553, 906.939821
189, 905.753377, 1.144490, 0.416462, 905.753377, 905.753377, 906.897866, 906.897866, 906.939821, 907.356283
190, 933.688308, 0.302044, 0.685253, 933.688308, 933.688308, 933.990353, 933.990353, 933.990353, 934.675606
191, 950.510614, 1.180550, 0.428227, 950.510614, 950.510614, 951.691164, 951.691164, 951.691164, 952.119391
192, 954.596161, 2.759051, 0.039975, 954.596161, 954.596161, 957.355212, 957.355212, 957.355212, 957.395187
193, 965.308551, 0.541192, 3.428997, 965.308551, 965.308551, 965.849743, 965.849743, 965.849743, 970.913286
194, 966.354182, 0.794011, 0.550730, 966.354182, 966.354182, 967.148193, 967.148193, 970.913286, 971.464016
195, 967.988871, 0.840535, 0.857844, 967.988871, 967.988871, 968.829406, 968.829406, 971.464016, 972.321860
196, 974.014702, 1.315455, 0.136610, 974.014702, 974.014702, 975.330157, 975.330157, 975.330157, 975.466767
197, 983.390227, 0.287704, 0.868797, 983.390227, 983.390227, 983.677931, 983.677931, 983.677931, 984.546728
198, 993.091210, 2.018283, 0.825232, 993.091210, 993.091210, 995.109493, 995.109493, 995.109493, 996.207318
199, 995.683048, 0.272592, 1.138949, 995.683048, 995.683048, 995.955640, 995.955640, 996.207318, 997.346267
200, 1006.619077, 1.346723, 0.272119, 1006.619077, 1006.619077, 1007.965799, 1007.965799, 1007.965799, 1008.237918
201, 1016.135721, 0.474379, 0.764273, 1016.135721, 1016.135721, 1016.610100, 1016.610100, 1016.610100, 1017.374373
202, 1029.851647, 0.686293, 0.493670, 1029.851647, 1029.851647, 1030.537940, 1030.537940, 1030.537940, 1031.031611
203, 1037.545162, 0.353302, 0.105344, 1037.545162, 1037.545162, 1037.898464, 1037.898464, 1037.898464, 1038.003808
204, 1043.073169, 0.054969, 3.183062, 1043.073169, 1043.073169, 1043.128138, 1043.128138, 1043.128138, 1046.311200
205, 1047.418852, 1.878253, 0.438358, 1047.418852, 1047.418852, 1049.297106, 1049.297106, 1049.297106, 1049.735464
206, 1049.747180, 3.141935, 1.129391, 1049.747180, 1049.747180, 1052.889115, 1052.889115, 1052.889115, 1054.018506
207, 1063.825366, 0.658786, 0.679295, 1063.825366, 1063.825366, 1064.484152, 1064.484152, 1064.484152, 1065.163447
208, 1082.009428, 0.086958, 0.096185, 1082.009428, 1082.009428, 1082.096386, 1082.096386, 1082.096386, 1082.192572
209, 1083.679252, 0.922412, 0.806771, 1083.679252, 1083.679252, 1084.601664, 1084.601664, 1084.601664, 1085.408435
210, 1085.501088, 0.239181, 2.922380, 1085.501088, 1085.501088, 1085.740269, 1085.740269, 1085.740269, 1088.662649
211, 1088.824992, 1.520036, 0.120434, 1088.824992, 1088.824992, 1090.345028, 1090.345028, 1090.345028, 1090.465462
212, 1091.799871, 2.672622, 3.659251, 1091.799871, 1091.799871, 1094.472493, 1094.472493, 1094.472493, 1098.131745
213, 1117.776390, 5.504417, 0.057493, 1117.776390, 1117.776390, 1123.280807, 1123.280807, 1129.576699, 1129.634192
214, 1118.743860, 1.335736, 0.789473, 1118.743860, 1123.280807, 1124.616544, 1124.616544, 1129.634192, 1130.423665
215, 1118.835064, 1.223602, 3.462603, 1118.835064, 1124.616544, 1125.840146, 1125.840146, 1130.423665, 1134.391528
216, 1122.240107, 1.164848, 1.813783, 1122.240107, 1125.840146, 1127.004995, 1127.004995, 1134.391528, 1136.205312
217, 1123.225188, 2.016419, 1.823131, 1123.225188, 1127.004995, 1129.021414, 1129.021414, 1136.205312, 1138.028443
218, 1125.507418, 0.555285, 0.251770, 1125.507418, 1129.021414, 1129.576699, 1129.576699, 1138.028443, 1138.280213
219, 1132.323639, 0.505260, 2.224670, 1132.323639, 1132.323639, 1132.828899, 1132.828899, 1138.280213, 1140.928981
220, 1138.705280, 0.158533, 0.720161, 1138.705280, 1138.705280, 1138.863812, 1138.863812, 1140.928981, 1141.649142
221, 1140.546566, 0.265566, 0.870614, 1140.546566, 1140.546566, 1140.812132, 1140.812132, 1141.649142, 1142.519756
222, 1144.456897, 1.988786, 2.123268, 1144.456897, 1144.456897, 1146.445683, 1146.445683, 1146.445683, 1148.839036
223, 1148.011560, 0.270085, 2.382643, 1148.011560, 1148.011560, 1148.281645, 1148.281645, 1148.839036, 1151.221679
224, 1153.069138, 0.896215, 0.431119, 1153.069138, 1153.069138, 1153.965354, 1153.965354, 1153.965354, 1154.396473
225, 1154.510628, 1.231622, 0.657137, 1154.510628, 1154.510628, 1155.742251, 1155.742251, 1155.742251, 1156.399388
226, 1158.967044, 0.474795, 1.221066, 1158.967044, 1158.967044, 1159.441840, 1159.441840, 1159.441840, 1160.662905
227, 1178.257763, 0.285982, 0.400855, 1178.257763, 1178.257763, 1178.543745, 1178.543745, 1178.543745, 1178.944600
228, 1181.592648, 0.569960, 0.292604, 1181.592648, 1181.592648, 1182.162608, 1182.162608, 1182.162608, 1182.455211
229, 1193.420207, 0.519534, 0.847402, 1193.420207, 1193.420207, 1193.939741, 1193.939741, 1193.939741, 1194.787143
230, 1196.269498, 1.350826, 1.457553, 1196.269498, 1196.269498, 1197.620325, 1197.620325, 1197.620325, 1200.808300
231, 1198.424016, 1.730422, 1.363405, 1198.424016, 1198.424016, 1200.154438, 1200.154438, 1200.808300, 1202.171705
232, 1203.603660, 1.142688, 0.271161, 1203.603660, 1203.603660, 1204.746347, 1204.746347, 1204.746347, 1205.017509
233, 1209.130697, 0.511197, 0.649542, 1209.130697, 1209.130697, 1209.641894, 1209.641894, 1209.641894, 1210.291436
234, 1219.112363, 0.086529, 0.751561, 1219.112363, 1219.112363, 1219.198893, 1219.198893, 1219.198893, 1219.950453
235, 1220.420390, 0.573297, 1.620040, 1220.420390, 1220.420390, 1220.993687, 1220.993687, 1220.993687, 1222.613727
236, 1223.878067, 3.812208, 0.811942, 1223.878067, 1223.878067, 1227.690274, 1227.690274, 1227.690274, 1228.891837
237, 1228.121276, 0.389621, 0.044371, 1228.121276, 1228.121276, 1228.510897, 1228.510897, 1228.891837, 1228.936208
238, 1235.438320, 2.585523, 2.514736, 1235.438320, 1235.438320, 1238.023843, 1238.023843, 1238.315520, 1240.830255
239, 1235.661235, 0.291677, 1.188792, 1235.661235, 1238.023843, 1238.315520, 1238.315520, 1240.830255, 1242.019048
240, 1261.722398, 0.078431, 0.181780, 1261.722398, 1261.722398, 1261.800829, 1261.800829, 1261.800829, 1261.982609
241, 1264.896266, 0.244379, 0.348840, 1264.896266, 1264.896266, 1265.140645, 1265.140645, 1265.140645, 1265.489484
242, 1266.535734, 5.480168, 1.193775, 1266.535734, 1266.535734, 1272.015902, 1272.015902, 1272.015902, 1273.209677
243, 1277.284797, 0.484836, 1.335984, 1277.284797, 1277.284797, 1277.769633, 1277.769633, 1277.769633, 1279.105617
