round,Nq1,Nq2,N1,N2,W1,W2,X1,X2,T1,T2
1, 0.000000, 0.000000, 0.098342, 0.063178, 0.000000, -0.000000, 1.272831, 0.136497, 1.272831, 0.136497
2, 0.000000, 0.000000, 0.155891, 0.027238, 0.000000, 0.000000, 0.569969, 0.099587, 0.569969, 0.099587
3, 0.000000, 0.000000, 0.505171, 0.494829, 0.000000, 0.000000, 2.154029, 0.000000, 2.154029, 0.000000
4, 0.000000, 0.015326, 0.015053, 0.029915, 0.000000, 0.015862, 0.875947, 0.833072, 0.875947, 0.848934
5, 0.000000, 0.000000, 0.224361, 0.555050, 0.000000, 0.000000, 0.651386, 1.611471, 0.651386, 1.611471
6, 0.000000, 0.000000, 0.046427, 0.062987, 0.000000, 0.000000, 0.737055, 0.999945, 0.737055, 0.999945
7, 0.000000, 0.000000, 0.003763, 0.002581, 0.000000, 0.000000, 0.408194, 0.279977, 0.408194, 0.279977
8, 0.000000, 0.000000, 0.003951, 0.014154, 0.000000, 0.000000, 0.177750, 0.636696, 0.177750, 0.636696
9, 0.000000, 0.000000, 0.057544, 0.102851, 0.000000, -0.000000, 0.906034, 1.619400, 0.906034, 1.619400
10, 0.000000, 0.000000, 0.298392, 0.272673, 0.000000, 0.000000, 0.950186, 0.868286, 0.950186, 0.868286
11, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12, 0.659551, 0.340449, 1.659551, 0.340449, 1.834856, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13, 0.039395, 0.120296, 0.083939, 0.179049, 1.425094, 1.775549, 0.186279, 0.349829, 1.611373, 2.125378
14, 0.000000, 0.000000, 0.041366, 0.019507, 0.000000, 0.000000, 1.703296, 0.803239, 1.703296, 0.803239
15, 0.000000, 0.000000, 0.050706, 0.006172, 0.000000, 0.000000, 1.062233, 0.129295, 1.062233, 0.129295
16, 0.000000, 0.000000, 0.044645, 0.047145, 0.000000, -0.000000, 1.082993, 1.143617, 1.082993, 1.143617
17, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
18, 0.643698, 0.356302, 1.549616, 0.450384, 1.608855, 0.000000, 0.655392, 0.000000, 2.264248, 0.000000
19, 0.000000, 0.209253, 0.070719, 0.306881, 0.000000, 1.018395, 1.098353, 0.497886, 1.098353, 1.516282
20, 0.000000, 0.000000, 0.001750, 0.004810, 0.000000, 0.000000, 0.296863, 0.815749, 0.296863, 0.815749
21, 0.000000, 0.000000, 0.018475, 0.022360, 0.000000, 0.000000, 1.770779, 2.143152, 1.770779, 2.143152
22, 0.000000, 0.000000, 0.010925, 0.008789, 0.000000, -0.000000, 0.377861, 0.303984, 0.377861, 0.303984
23, 0.000000, 0.000000, 0.367221, 0.008360, 0.000000, 0.000000, 2.984506, 0.067946, 2.984506, 0.067946
24, 0.000000, 0.000000, 0.093039, 0.259047, 0.000000, -0.000000, 0.146312, 0.407374, 0.146312, 0.407374
25, 0.000000, 0.000000, 0.265200, 0.680630, 0.000000, -0.000000, 0.766210, 1.966461, 0.766210, 1.966461
26, 0.000000, 0.000000, 0.024326, 0.007486, 0.000000, -0.000000, 0.229940, 0.070759, 0.229940, 0.070759
27, 0.000000, 0.000000, 0.041625, 0.028339, 0.000000, -0.000000, 0.932155, 0.634639, 0.932155, 0.634639
28, 0.000000, 0.000000, 0.090301, 0.214783, 0.000000, -0.000000, 0.717522, 1.706641, 0.717522, 1.706641
29, 0.000000, 0.000000, 0.027703, 0.032581, 0.000000, -0.000000, 0.401050, 0.471666, 0.401050, 0.471666
30, 0.000000, 0.000000, 0.040704, 0.053474, 0.000000, -0.000000, 0.910657, 1.196351, 0.910657, 1.196351
31, 0.000000, 0.000000, 0.017379, 0.055558, 0.000000, -0.000000, 0.688471, 2.200894, 0.688471, 2.200894
32, 0.000000, 0.000000, 0.023442, 0.011927, 0.000000, 0.000000, 1.041743, 0.530030, 1.041743, 0.530030
33, 0.000000, 0.000000, 0.022422, 0.007400, 0.000000, 0.000000, 0.312263, 0.103057, 0.312263, 0.103057
34, 0.000000, 0.000000, 0.014247, 0.000171, 0.000000, 0.000000, 0.288522, 0.003461, 0.288522, 0.003461
35, 0.000000, 0.000000, 0.636500, 0.347960, 0.000000, 0.000000, 1.422145, 0.777453, 1.422145, 0.777453
36, 0.000000, 0.000000, 0.010600, 0.053587, 0.000000, 0.000000, 0.102928, 0.520362, 0.102928, 0.520362
37, 0.000000, 0.000000, 0.640659, 0.077602, 0.000000, -0.000000, 2.474220, 0.299697, 2.474220, 0.299697
38, 0.000000, 0.000000, 0.176370, 0.071165, 0.000000, -0.000000, 1.826265, 0.736898, 1.826265, 0.736898
39, 0.000000, 0.000000, 0.058063, 0.015883, 0.000000, 0.000000, 1.705370, 0.466494, 1.705370, 0.466494
40, 0.000000, 0.000000, 0.175626, 0.064341, 0.000000, -0.000000, 0.717449, 0.262839, 0.717449, 0.262839
41, 0.000000, 0.000000, 0.043867, 0.343972, 0.000000, 0.000000, 0.485266, 3.805108, 0.485266, 3.805108
42, 0.000000, 0.000000, 0.027149, 0.044434, 0.000000, 0.000000, 1.037406, 1.697927, 1.037406, 1.697927
43, 0.000000, 0.000000, 0.007847, 0.018417, 0.000000, -0.000000, 0.578815, 1.358548, 0.578815, 1.358548
44, 0.000000, 0.000000, 0.026241, 0.012359, 0.000000, -0.000000, 2.570593, 1.210687, 2.570593, 1.210687
45, 0.000000, 0.000000, 0.022481, 0.078138, 0.000000, 0.000000, 0.467643, 1.625375, 0.467643, 1.625375
46, 0.000000, 0.000000, 0.003324, 0.020366, 0.000000, 0.000000, 0.132153, 0.809617, 0.132153, 0.809617
47, 0.000000, 0.000000, 0.004173, 0.091239, 0.000000, -0.000000, 0.117618, 2.571345, 0.117618, 2.571345
48, 0.000000, 0.000000, 0.016825, 0.049507, 0.000000, 0.000000, 0.202488, 0.595802, 0.202488, 0.595802
49, 0.000000, 0.000000, 0.008312, 0.004660, 0.000000, 0.000000, 0.269474, 0.151086, 0.269474, 0.151086
50, 0.000000, 0.000000, 0.091469, 0.008069, 0.000000, -0.000000, 1.230032, 0.108509, 1.230032, 0.108509
51, 0.000000, 0.000000, 0.037585, 0.008661, 0.000000, 0.000000, 1.859848, 0.428575, 1.859848, 0.428575
52, 0.000000, 0.000000, 0.065017, 0.006464, 0.000000, 0.000000, 2.058684, 0.204658, 2.058684, 0.204658
53, 0.000000, 0.000000, 0.023868, 0.088632, 0.000000, -0.000000, 1.080038, 4.010611, 1.080038, 4.010611
54, 0.000000, 0.000000, 0.006592, 0.033392, 0.000000, 0.000000, 0.285778, 1.447621, 0.285778, 1.447621
55, 0.000000, 0.000000, 0.040867, 0.013875, 0.000000, -0.000000, 1.284156, 0.435989, 1.284156, 0.435989
56, 0.000000, 0.000000, 0.583083, 0.198281, 0.000000, 0.000000, 2.365024, 0.804240, 2.365024, 0.804240
57, 0.000000, 0.000000, 0.008484, 0.025135, 0.000000, 0.000000, 0.737577, 2.185128, 0.737577, 2.185128
58, 0.000000, 0.000000, 0.014064, 0.009122, 0.000000, -0.000000, 0.553056, 0.358726, 0.553056, 0.358726
59, 0.000000, 0.000000, 0.012097, 0.169247, 0.000000, -0.000000, 0.291164, 4.073655, 0.291164, 4.073655
60, 0.000000, 0.000000, 0.121499, 0.014730, 0.000000, -0.000000, 2.440477, 0.295878, 2.440477, 0.295878
61, 0.000000, 0.000000, 0.036984, 0.151295, 0.000000, 0.000000, 0.253510, 1.037075, 0.253510, 1.037075
62, 0.000000, 0.000000, 0.012059, 0.008202, 0.000000, -0.000000, 0.065438, 0.044506, 0.065438, 0.044506
63, 0.000000, 0.000000, 0.201689, 0.133091, 0.000000, -0.000000, 1.030406, 0.679949, 1.030406, 0.679949
64, 0.000000, 0.000000, 0.041865, 0.151917, 0.000000, 0.000000, 0.780361, 2.831715, 0.780361, 2.831715
65, 0.000000, 0.000000, 0.052788, 0.401437, 0.000000, -0.000000, 0.247190, 1.879819, 0.247190, 1.879819
66, 0.000000, 0.000000, 0.007121, 0.019584, 0.000000, 0.000000, 0.208492, 0.573362, 0.208492, 0.573362
67, 0.000000, 0.000000, 0.172191, 0.203620, 0.000000, -0.000000, 1.261200, 1.491396, 1.261200, 1.491396
68, 0.000000, 0.000000, 0.062428, 0.045586, 0.000000, -0.000000, 1.132925, 0.827290, 1.132925, 0.827290
69, 0.000000, 0.000000, 0.018384, 0.002763, 0.000000, 0.000000, 0.319094, 0.047960, 0.319094, 0.047960
70, 0.000000, 0.000000, 0.158493, 0.302792, 0.000000, 0.000000, 0.596767, 1.140089, 0.596767, 1.140089
71, 0.000000, 0.000000, 0.307044, 0.130495, 0.000000, 0.000000, 2.132142, 0.906169, 2.132142, 0.906169
72, 0.000000, 0.000000, 0.017401, 0.156596, 0.000000, -0.000000, 0.358223, 3.223647, 0.358223, 3.223647
73, 0.000000, 0.000000, 0.038749, 0.027962, 0.000000, 0.000000, 0.385106, 0.277908, 0.385106, 0.277908
74, 0.000000, 0.000000, 0.014260, 0.023009, 0.000000, -0.000000, 0.463819, 0.748390, 0.463819, 0.748390
75, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
76, 0.003411, 0.068029, 0.060806, 0.086253, 0.096327, 0.396690, 1.524751, 0.118028, 1.621078, 0.514718
77, 0.000000, 0.000000, 0.220258, 0.779742, 0.000000, 0.000000, 0.012236, 0.000000, 0.012236, 0.000000
78, 0.000000, 0.102330, 0.005273, 0.210912, 0.000000, 2.907103, 0.157948, 0.345202, 0.157948, 3.252305
79, 0.000000, 0.000000, 0.013214, 0.027221, 0.000000, 0.000000, 0.406772, 0.837917, 0.406772, 0.837917
80, 0.000000, 0.000000, 0.097993, 0.017615, 0.000000, -0.000000, 1.963853, 0.353027, 1.963853, 0.353027
81, 0.000000, 0.000000, 0.272607, 0.016431, 0.000000, 0.000000, 2.151159, 0.129661, 2.151159, 0.129661
82, 0.000000, 0.000000, 0.013014, 0.076222, 0.000000, -0.000000, 0.198392, 1.161962, 0.198392, 1.161962
83, 0.000000, 0.000000, 0.043438, 0.000381, 0.000000, 0.000000, 0.843423, 0.007399, 0.843423, 0.007399
84, 0.000000, 0.000000, 0.003650, 0.008714, 0.000000, -0.000000, 0.183251, 0.437459, 0.183251, 0.437459
85, 0.000000, 0.000000, 0.031978, 0.009323, 0.000000, 0.000000, 0.882244, 0.257216, 0.882244, 0.257216
86, 0.000000, 0.000000, 0.340365, 0.353226, 0.000000, -0.000000, 1.411419, 1.464753, 1.411419, 1.464753
87, 0.000000, 0.000000, 0.004048, 0.000328, 0.000000, 0.000000, 0.092770, 0.007522, 0.092770, 0.007522
88, 0.000000, 0.000000, 0.000760, 0.007473, 0.000000, 0.000000, 0.017976, 0.176817, 0.017976, 0.176817
89, 0.000000, 0.000000, 0.001356, 0.007399, 0.000000, -0.000000, 0.055924, 0.305117, 0.055924, 0.305117
90, 0.000000, 0.000000, 0.022477, 0.038475, 0.000000, 0.000000, 0.869691, 1.488741, 0.869691, 1.488741
91, 0.000000, 0.000000, 0.020235, 0.003499, 0.000000, -0.000000, 0.596676, 0.103177, 0.596676, 0.103177
92, 0.000000, 0.000000, 0.014753, 0.193420, 0.000000, 0.000000, 0.109862, 1.440374, 0.109862, 1.440374
93, 0.000000, 0.000000, 0.248552, 0.109867, 0.000000, -0.000000, 2.017650, 0.891855, 2.017650, 0.891855
94, 0.000000, 0.000000, 0.003539, 0.174511, 0.000000, 0.000000, 0.044644, 2.201655, 0.044644, 2.201655
95, 0.000000, 0.000000, 0.010139, 0.115772, 0.000000, 0.000000, 0.245400, 2.802134, 0.245400, 2.802134
96, 0.000000, 0.000000, 0.031981, 0.088304, 0.000000, -0.000000, 0.273605, 0.755457, 0.273605, 0.755457
97, 0.000000, 0.000000, 0.108266, 0.028936, 0.000000, 0.000000, 2.029646, 0.542453, 2.029646, 0.542453
98, 0.000000, 0.000000, 0.026103, 0.050986, 0.000000, -0.000000, 0.700825, 1.368900, 0.700825, 1.368900
99, 0.000000, 0.000000, 0.042565, 0.045130, 0.000000, -0.000000, 0.333989, 0.354114, 0.333989, 0.354114
100, 0.000000, 0.000000, 0.002190, 0.106428, 0.000000, 0.000000, 0.015845, 0.770219, 0.015845, 0.770219
101, 0.000000, 0.000000, 0.018936, 0.006399, 0.000000, 0.000000, 0.641629, 0.216805, 0.641629, 0.216805
102, 0.000000, 0.000000, 0.098720, 0.155186, 0.000000, 0.000000, 2.232562, 3.509555, 2.232562, 3.509555
103, 0.000000, 0.000000, 0.104238, 0.222859, 0.000000, -0.000000, 0.694596, 1.485031, 0.694596, 1.485031
104, 0.000000, 0.000000, 0.265346, 0.030929, 0.000000, -0.000000, 1.921215, 0.223941, 1.921215, 0.223941
105, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
106, 0.021159, 0.215062, 0.068329, 0.413645, 0.657611, 5.875550, 0.808405, 0.296263, 1.466016, 6.171814
107, 0.000000, 0.000000, 0.056383, 0.006881, 0.000000, 0.000000, 0.559284, 0.068257, 0.559284, 0.068257
108, 0.000000, 0.000000, 0.009535, 0.032945, 0.000000, 0.000000, 0.531425, 1.836069, 0.531425, 1.836069
109, 0.000000, 0.000000, 0.042686, 0.041817, 0.000000, -0.000000, 0.197336, 0.193321, 0.197336, 0.193321
110, 0.000000, 0.000000, 0.103774, 0.015697, 0.000000, 0.000000, 0.710402, 0.107455, 0.710402, 0.107455
111, 0.000000, 0.000000, 0.004932, 0.018316, 0.000000, 0.000000, 0.366075, 1.359592, 0.366075, 1.359592
112, 0.000000, 0.000000, 0.004255, 0.047741, 0.000000, -0.000000, 0.108542, 1.217937, 0.108542, 1.217937
113, 0.000000, 0.000000, 0.084548, 0.006537, 0.000000, -0.000000, 2.672805, 0.206649, 2.672805, 0.206649
114, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
115, 0.024560, 0.021730, 0.053181, 0.072210, 0.366160, 0.263415, 0.060556, 0.489180, 0.426716, 0.752596
116, 0.000000, 0.000000, 0.070413, 0.040278, 0.000000, -0.000000, 1.380498, 0.789678, 1.380498, 0.789678
117, 0.000000, 0.000000, 0.339030, 0.131045, 0.000000, 0.000000, 6.509953, 2.516284, 6.509953, 2.516284
118, 0.000000, 0.000000, 0.640949, 0.359051, 0.000000, 0.000000, 0.842726, 0.000000, 0.842726, 0.000000
119, 0.000000, 0.030564, 0.029981, 0.061924, 0.000000, 0.022550, 1.160499, 1.191313, 1.160499, 1.213864
120, 0.000000, 0.000000, 0.200173, 0.087812, 0.000000, -0.000000, 0.955565, 0.419190, 0.955565, 0.419190
121, 0.000000, 0.000000, 0.135069, 0.005564, 0.000000, 0.000000, 5.391054, 0.222093, 5.391054, 0.222093
122, 0.000000, 0.000000, 0.322555, 0.257463, 0.000000, 0.000000, 2.756029, 2.199859, 2.756029, 2.199859
123, 0.000000, 0.000000, 0.742145, 0.257855, 0.000000, 0.000000, 0.944844, 0.000000, 0.944844, 0.000000
124, 0.000000, 0.062390, 0.018925, 0.125832, 0.000000, 1.594590, 0.694315, 0.732909, 0.694315, 2.327499
125, 0.000000, 0.000000, 0.020388, 0.003448, 0.000000, -0.000000, 0.474239, 0.080196, 0.474239, 0.080196
126, 0.000000, 0.000000, 0.026350, 0.001466, 0.000000, 0.000000, 1.079784, 0.060078, 1.079784, 0.060078
127, 0.000000, 0.000000, 0.284255, 0.007258, 0.000000, 0.000000, 2.573047, 0.065697, 2.573047, 0.065697
128, 0.000000, 0.000000, 0.000318, 0.012733, 0.000000, -0.000000, 0.017751, 0.709975, 0.017751, 0.709975
129, 0.000000, 0.000000, 0.017838, 0.025716, 0.000000, 0.000000, 0.117848, 0.169901, 0.117848, 0.169901
130, 0.000000, 0.000000, 0.069815, 0.052188, 0.000000, -0.000000, 1.192679, 0.891538, 1.192679, 0.891538
131, 0.000000, 0.000000, 0.087832, 0.031750, 0.000000, -0.000000, 2.168160, 0.783766, 2.168160, 0.783766
132, 0.000000, 0.000000, 0.069268, 0.028951, 0.000000, 0.000000, 0.415726, 0.173754, 0.415726, 0.173754
133, 0.000000, 0.000000, 0.053284, 0.110745, 0.000000, -0.000000, 0.539549, 1.121386, 0.539549, 1.121386
134, 0.000000, 0.000000, 0.021707, 0.010114, 0.000000, 0.000000, 0.737607, 0.343659, 0.737607, 0.343659
135, 0.000000, 0.000000, 0.507776, 0.005677, 0.000000, -0.000000, 2.676221, 0.029922, 2.676221, 0.029922
136, 0.000000, 0.000000, 0.118111, 0.027111, 0.000000, 0.000000, 2.689913, 0.617451, 2.689913, 0.617451
137, 0.000000, 0.000000, 0.135311, 0.289272, 0.000000, 0.000000, 0.895626, 1.914694, 0.895626, 1.914694
138, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
139, 0.599412, 0.362150, 1.485894, 0.475669, 1.335077, 0.000000, 0.639394, 0.000000, 1.974470, 0.000000
140, 0.000000, 0.327304, 0.019323, 0.925196, 0.000000, 0.442021, 0.027732, 0.416084, 0.027732, 0.858104
141, 0.000000, 0.000000, 0.161714, 0.064329, 0.000000, -0.000000, 1.233297, 0.490601, 1.233297, 0.490601
142, 0.000000, 0.000000, 0.029817, 0.002996, 0.000000, 0.000000, 1.281466, 0.128759, 1.281466, 0.128759
143, 0.000000, 0.000000, 0.125535, 0.093002, 0.000000, 0.000000, 0.352943, 0.261478, 0.352943, 0.261478
144, 0.000000, 0.000000, 0.516969, 0.096466, 0.000000, 0.000000, 1.745762, 0.325756, 1.745762, 0.325756
145, 0.000000, 0.000000, 0.301520, 0.623106, 0.000000, 0.000000, 0.883183, 1.825141, 0.883183, 1.825141
146, 0.000000, 0.000000, 0.194990, 0.266867, 0.000000, 0.000000, 0.196871, 0.269441, 0.196871, 0.269441
147, 0.000000, 0.000000, 0.067666, 0.070219, 0.000000, 0.000000, 1.768760, 1.835496, 1.768760, 1.835496
148, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
149, 0.008689, 0.139494, 0.153476, 0.216457, 0.224859, 0.087903, 3.521906, 1.903738, 3.746764, 1.991641
150, 0.000000, 0.000000, 0.155848, 0.178325, 0.000000, 0.000000, 1.203058, 1.376567, 1.203058, 1.376567
151, 0.000000, 0.000000, 0.188746, 0.014627, 0.000000, 0.000000, 1.013862, 0.078569, 1.013862, 0.078569
152, 0.000000, 0.000000, 0.020855, 0.004119, 0.000000, 0.000000, 0.220267, 0.043506, 0.220267, 0.043506
153, 0.000000, 0.000000, 0.183902, 0.816098, 0.000000, 0.000000, 0.736035, 0.000000, 0.736035, 0.000000
154, 0.000000, 0.074960, 0.022056, 0.196812, 0.000000, 1.301841, 0.542736, 1.696652, 0.542736, 2.998493
155, 0.000000, 0.000000, 0.048726, 0.073105, 0.000000, 0.000000, 0.835474, 1.253476, 0.835474, 1.253476
156, 0.000000, 0.000000, 0.035591, 0.486890, 0.000000, 0.000000, 0.210100, 2.874224, 0.210100, 2.874224
157, 0.000000, 0.000000, 0.011754, 0.003143, 0.000000, -0.000000, 0.421183, 0.112631, 0.421183, 0.112631
158, 0.000000, 0.000000, 0.207278, 0.005069, 0.000000, 0.000000, 2.873579, 0.070275, 2.873579, 0.070275
159, 0.000000, 0.000000, 0.061517, 0.020736, 0.000000, -0.000000, 1.853028, 0.624624, 1.853028, 0.624624
160, 0.000000, 0.000000, 0.127217, 0.003289, 0.000000, -0.000000, 2.198243, 0.056827, 2.198243, 0.056827
161, 0.000000, 0.000000, 0.345959, 0.043949, 0.000000, -0.000000, 1.831019, 0.232602, 1.831019, 0.232602
162, 0.000000, 0.000000, 0.752822, 0.247178, 0.000000, 0.000000, 0.536029, 0.000000, 0.536029, 0.000000
163, 0.000000, 1.000000, 0.694422, 1.305578, 0.000000, 0.000000, 2.171644, 0.000000, 2.171644, 0.000000
164, 0.000000, 0.171198, 0.044915, 0.264509, 0.000000, 2.324319, 1.642006, 1.086973, 1.642006, 3.411292
165, 0.000000, 0.000000, 0.335139, 0.110290, 0.000000, 0.000000, 2.953734, 0.972035, 2.953734, 0.972035
166, 0.000000, 0.000000, 0.000536, 0.124632, 0.000000, 0.000000, 0.006326, 1.471336, 0.006326, 1.471336
167, 0.000000, 0.000000, 0.014359, 0.011217, 0.000000, -0.000000, 0.632508, 0.494075, 0.632508, 0.494075
168, 0.000000, 0.000000, 0.044504, 0.001567, 0.000000, -0.000000, 0.576657, 0.020301, 0.576657, 0.020301
169, 0.000000, 0.000000, 0.096705, 0.023029, 0.000000, 0.000000, 1.902898, 0.453148, 1.902898, 0.453148
170, 0.000000, 0.000000, 0.093595, 0.319948, 0.000000, 0.000000, 1.433077, 4.898853, 1.433077, 4.898853
171, 0.000000, 0.000000, 0.013059, 0.009477, 0.000000, 0.000000, 0.217005, 0.157479, 0.217005, 0.157479
172, 0.000000, 0.000000, 0.049844, 0.027096, 0.000000, 0.000000, 2.698632, 1.467020, 2.698632, 1.467020
173, 0.000000, 0.000000, 0.070596, 0.121918, 0.000000, 0.000000, 0.421340, 0.727642, 0.421340, 0.727642
174, 0.000000, 0.000000, 0.202227, 0.411029, 0.000000, -0.000000, 0.858211, 1.744330, 0.858211, 1.744330
175, 0.000000, 0.000000, 0.129693, 0.143759, 0.000000, -0.000000, 1.748792, 1.938453, 1.748792, 1.938453
176, 0.000000, 0.000000, 0.196154, 0.003294, 0.000000, 0.000000, 2.934278, 0.049275, 2.934278, 0.049275
177, 0.000000, 0.000000, 0.031647, 0.017998, 0.000000, -0.000000, 0.139574, 0.079380, 0.139574, 0.079380
178, 0.000000, 0.000000, 0.160780, 0.069562, 0.000000, -0.000000, 2.537478, 1.097839, 2.537478, 1.097839
179, 0.000000, 0.000000, 0.011960, 0.058487, 0.000000, -0.000000, 0.629643, 3.079153, 0.629643, 3.079153
180, 0.000000, 0.000000, 0.126021, 0.000448, 0.000000, 0.000000, 2.745629, 0.009768, 2.745629, 0.009768
181, 0.000000, 0.000000, 0.005154, 0.007070, 0.000000, 0.000000, 0.404009, 0.554148, 0.404009, 0.554148
182, 0.000000, 0.000000, 0.012538, 0.058112, 0.000000, 0.000000, 0.235487, 1.091447, 0.235487, 1.091447
183, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
184, 0.140117, 0.358517, 0.321060, 0.828397, 0.328300, 0.744363, 0.095658, 0.356586, 0.423958, 1.100949
185, 0.000000, 0.000000, 0.002467, 0.007203, 0.000000, -0.000000, 0.161224, 0.470687, 0.161224, 0.470687
186, 0.000000, 0.000000, 0.007233, 0.005576, 0.000000, 0.000000, 0.359945, 0.277503, 0.359945, 0.277503
187, 0.000000, 0.000000, 0.055073, 0.068077, 0.000000, -0.000000, 0.259059, 0.320230, 0.259059, 0.320230
188, 0.000000, 0.000000, 0.039370, 0.366978, 0.000000, -0.000000, 0.638693, 5.953446, 0.638693, 5.953446
189, 0.000000, 0.000000, 0.015769, 0.002326, 0.000000, 0.000000, 0.788700, 0.116322, 0.788700, 0.116322
190, 0.000000, 0.000000, 0.047587, 0.025672, 0.000000, 0.000000, 1.723245, 0.929663, 1.723245, 0.929663
191, 0.000000, 0.000000, 0.511120, 0.488880, 0.000000, 0.000000, 0.246558, 0.000000, 0.246558, 0.000000
192, 0.000000, 1.000000, 0.698039, 1.301961, 0.000000, 0.000000, 1.675293, 0.000000, 1.675293, 0.000000
193, 0.000000, 0.887331, 0.052383, 1.509873, 0.000000, 3.616981, 0.330062, 0.305636, 0.330062, 3.922617
194, 0.000000, 0.000000, 0.027863, 0.094503, 0.000000, -0.000000, 0.933738, 3.166949, 0.933738, 3.166949
195, 0.000000, 0.000000, 0.029391, 0.013447, 0.000000, -0.000000, 0.529077, 0.242070, 0.529077, 0.242070
196, 0.000000, 0.000000, 0.021095, 0.026226, 0.000000, -0.000000, 0.509267, 0.633145, 0.509267, 0.633145
197, 0.000000, 0.000000, 0.103127, 0.021291, 0.000000, -0.000000, 1.882248, 0.388596, 1.882248, 0.388596
198, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
199, 0.001309, 0.026227, 0.003705, 0.136669, 0.015171, 0.291428, 0.012607, 0.988877, 0.027778, 1.280306
200, 0.000000, 0.000000, 0.055623, 0.066452, 0.000000, 0.000000, 1.194387, 1.426909, 1.194387, 1.426909
201, 0.000000, 0.000000, 0.241760, 0.017684, 0.000000, -0.000000, 0.722718, 0.052864, 0.722718, 0.052864
202, 0.000000, 0.000000, 0.089868, 0.044705, 0.000000, -0.000000, 2.442550, 1.215058, 2.442550, 1.215058
203, 0.000000, 0.000000, 0.065233, 0.016893, 0.000000, 0.000000, 0.478993, 0.124042, 0.478993, 0.124042
204, 0.000000, 0.000000, 0.220804, 0.053343, 0.000000, -0.000000, 2.822602, 0.681897, 2.822602, 0.681897
205, 0.000000, 0.000000, 0.008574, 0.015595, 0.000000, -0.000000, 0.570722, 1.038077, 0.570722, 1.038077
206, 0.000000, 0.000000, 0.631647, 0.368353, 0.000000, 0.000000, 0.920183, 0.000000, 0.920183, 0.000000
207, 0.000000, 0.256493, 0.250187, 0.501038, 0.000000, 0.036472, 1.447110, 1.378003, 1.447110, 1.414475
208, 0.000000, 0.000000, 0.007673, 0.113165, 0.000000, 0.000000, 0.177066, 2.611381, 0.177066, 2.611381
209, 0.000000, 0.000000, 0.050369, 0.099607, 0.000000, -0.000000, 0.294889, 0.583161, 0.294889, 0.583161
210, 0.000000, 0.000000, 0.016198, 0.009699, 0.000000, -0.000000, 0.720146, 0.431204, 0.720146, 0.431204
211, 0.000000, 0.000000, 0.000157, 0.054638, 0.000000, -0.000000, 0.003650, 1.270923, 0.003650, 1.270923
212, 0.000000, 0.000000, 0.112941, 0.171421, 0.000000, -0.000000, 0.550205, 0.835096, 0.550205, 0.835096
213, 0.000000, 0.000000, 0.293913, 0.114304, 0.000000, 0.000000, 2.396851, 0.932146, 2.396851, 0.932146
214, 0.000000, 0.000000, 0.729392, 0.270608, 0.000000, 0.000000, 0.271831, 0.000000, 0.271831, 0.000000
215, 0.000000, 0.275304, 0.092067, 0.695649, 0.000000, 1.543910, 0.775728, 1.997806, 0.775728, 3.541717
216, 0.000000, 0.000000, 0.006507, 0.017447, 0.000000, 0.000000, 0.155389, 0.416631, 0.155389, 0.416631
217, 0.000000, 0.000000, 0.023491, 0.102175, 0.000000, 0.000000, 0.411321, 1.789082, 0.411321, 1.789082
218, 0.000000, 0.000000, 0.152348, 0.039320, 0.000000, 0.000000, 5.177873, 1.336362, 5.177873, 1.336362
219, 0.000000, 0.000000, 0.051640, 0.267999, 0.000000, 0.000000, 0.504476, 2.618118, 0.504476, 2.618118
220, 0.000000, 0.000000, 0.008163, 0.687557, 0.000000, -0.000000, 0.022477, 1.893136, 0.022477, 1.893136
221, 0.000000, 0.000000, 0.059226, 0.000389, 0.000000, 0.000000, 0.635777, 0.004174, 0.635777, 0.004174
222, 0.000000, 0.000000, 0.058071, 0.012015, 0.000000, 0.000000, 1.275071, 0.263814, 1.275071, 0.263814
223, 0.000000, 0.000000, 0.001516, 0.818989, 0.000000, 0.000000, 0.005950, 3.213211, 0.005950, 3.213211
224, 0.000000, 0.000000, 0.043668, 0.055857, 0.000000, 0.000000, 1.484877, 1.899351, 1.484877, 1.899351
225, 0.000000, 0.000000, 0.130318, 0.524693, 0.000000, -0.000000, 0.594697, 2.394392, 0.594697, 2.394392
