round,Nq1,Nq2,N1,N2,W1,W2,X1,X2,T1,T2
96, 1.257026, 4.742974, 2.257026, 4.742974, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
97, 1.266788, 5.733212, 2.266788, 5.733212, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
98, 2.000000, 6.000000, 3.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99, 3.000000, 6.000000, 4.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
100, 2.656649, 7.343351, 3.656649, 7.343351, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
101, 0.936064, 10.063936, 1.936064, 10.063936, 1.164752, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
102, 0.339946, 11.660054, 0.829502, 12.170498, 1.015188, 0.000000, 0.446785, 0.000000, 1.461973, 0.000000
103, 0.000000, 13.000000, 0.161121, 13.838879, 0.000000, 0.000000, 0.092723, 0.000000, 0.092723, 0.000000
104, 0.000000, 13.723394, 0.518561, 14.204833, 0.000000, 0.000000, 0.813269, 0.000000, 0.813269, 0.000000
105, 0.000000, 12.774151, 0.020436, 13.753715, 0.000000, 0.000000, 0.109293, 0.000000, 0.109293, 0.000000
106, 0.000000, 10.825373, 0.494211, 11.331162, 0.000000, 0.000000, 0.486301, 0.000000, 0.486301, 0.000000
107, 0.000000, 11.000000, 1.000000, 11.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
108, 0.140518, 11.540047, 0.588458, 12.092106, 0.546557, 0.000000, 1.195747, 0.000000, 1.742304, 0.000000
109, 0.000000, 11.000000, 0.870561, 11.129439, 0.000000, 0.000000, 0.144130, 0.000000, 0.144130, 0.000000
110, 0.000000, 12.000000, 0.645898, 12.354102, 0.000000, 0.000000, 0.496057, 0.000000, 0.496057, 0.000000
111, 0.000000, 9.784235, 0.027304, 10.756932, 0.000000, 0.000000, 0.180117, 0.000000, 0.180117, 0.000000
112, 0.000000, 2.555474, 0.034033, 3.521442, 0.000000, 0.000000, 0.144446, 0.000000, 0.144446, 0.000000
113, 0.000000, 0.338236, 0.105594, 0.574333, 0.000000, 0.800734, 0.363448, 0.011896, 0.363448, 0.812630
114, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
115, 0.053454, 0.946546, 1.053454, 0.946546, 0.030635, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
116, 0.068794, 0.217005, 0.140882, 0.387620, 0.734707, 1.420179, 0.035178, 0.401951, 0.769885, 1.822129
117, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
118, 0.720127, 0.279873, 1.720127, 0.279873, 1.021179, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
119, 0.722284, 1.277716, 1.722284, 1.277716, 0.682248, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
120, 0.176910, 2.823090, 0.907138, 3.092862, 0.435517, 0.000000, 1.362158, 0.000000, 1.797675, 0.000000
121, 0.000000, 3.679151, 0.405224, 4.273927, 0.000000, 0.000000, 0.330958, 0.000000, 0.330958, 0.000000
122, 0.000000, 3.677016, 0.457747, 4.219269, 0.000000, 0.000000, 0.579925, 0.000000, 0.579925, 0.000000
123, 0.000000, 3.965792, 0.813858, 4.151934, 0.000000, 0.000000, 0.661592, 0.000000, 0.661592, 0.000000
124, 0.000000, 1.045169, 0.092926, 1.339957, 0.000000, 3.131495, 1.015245, 0.089145, 1.015245, 3.220640
125, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
126, 0.925152, 0.074848, 1.925152, 0.074848, 1.401709, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
127, 1.000000, 1.000000, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
128, 1.540156, 1.459844, 2.540156, 1.459844, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
129, 0.928725, 3.071275, 1.725886, 3.274114, 1.027931, 0.000000, 0.269706, 0.000000, 1.297637, 0.000000
130, 0.000000, 4.868085, 0.054363, 5.813722, 0.000000, 0.000000, 0.068966, 0.000000, 0.068966, 0.000000
131, 0.000000, 4.000000, 1.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
132, 0.025349, 2.355777, 0.155781, 3.225346, 0.211741, 0.000000, 0.877739, 0.000000, 1.089479, 0.000000
133, 0.000000, 0.138422, 0.059340, 0.517477, 0.000000, 0.531653, 0.398933, 2.016653, 0.398933, 2.548307
134, 0.000000, 0.000000, 0.022918, 0.004187, 0.000000, -0.000000, 0.126048, 0.023027, 0.126048, 0.023027
135, 0.000000, 0.000000, 0.256940, 0.457432, 0.000000, 0.000000, 0.615586, 1.095933, 0.615586, 1.095933
136, 0.000000, 0.000000, 0.128287, 0.075616, 0.000000, -0.000000, 0.465871, 0.274598, 0.465871, 0.274598
137, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
138, 1.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
139, 2.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
140, 3.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
141, 3.744718, 0.255282, 4.744718, 0.255282, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
142, 3.567811, 1.432189, 4.567811, 1.432189, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
143, 3.185382, 2.814618, 4.185382, 2.814618, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
144, 3.639985, 3.360015, 4.639985, 3.360015, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
145, 1.913220, 6.086780, 2.913220, 6.086780, 0.982771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
146, 0.606947, 8.393053, 1.350274, 8.649726, 1.217600, 0.000000, 0.273592, 0.000000, 1.491192, 0.000000
147, 0.000000, 9.416924, 0.221746, 10.195178, 0.000000, 0.000000, 0.345172, 0.000000, 0.345172, 0.000000
148, 0.000000, 8.710894, 0.036416, 9.674478, 0.000000, 0.000000, 0.035972, 0.000000, 0.035972, 0.000000
149, 0.000000, 8.179789, 0.042462, 9.137327, 0.000000, 0.000000, 0.157097, 0.000000, 0.157097, 0.000000
150, 0.000000, 6.000000, 0.914416, 6.085584, 0.000000, 0.000000, 2.725670, 0.000000, 2.725670, 0.000000
151, 0.000000, 6.386350, 0.363306, 7.023044, 0.000000, 0.000000, 1.341509, 0.000000, 1.341509, 0.000000
152, 0.000000, 7.000000, 0.165423, 7.834577, 0.000000, 0.000000, 0.038426, 0.000000, 0.038426, 0.000000
153, 0.000000, 1.948049, 0.018984, 2.442732, 0.000000, 4.865383, 0.201333, 0.380928, 0.201333, 5.246311
154, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
155, 0.163641, 0.072599, 0.397633, 0.136816, 1.071498, 0.014710, 0.460657, 0.405774, 1.532156, 0.420485
156, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
157, 1.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
158, 0.420194, 1.579806, 1.370435, 1.629565, 0.439261, 0.000000, 0.598486, 0.000000, 1.037747, 0.000000
159, 0.000000, 3.000000, 0.852070, 3.147930, 0.000000, 0.000000, 0.479462, 0.000000, 0.479462, 0.000000
160, 0.000000, 4.000000, 1.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
161, 1.000000, 4.000000, 2.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
162, 1.314616, 4.685384, 2.314616, 4.685384, 0.461157, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
163, 0.880980, 6.119020, 1.880980, 6.119020, 1.173401, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
164, 0.024651, 5.151020, 0.184247, 5.991424, 0.103539, 0.000000, 0.566807, 0.000000, 0.670346, 0.000000
165, 0.000000, 1.480206, 0.221127, 2.259079, 0.000000, 0.000000, 0.471986, 0.000000, 0.471986, 0.000000
166, 0.000000, 1.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
167, 0.500928, 0.931458, 1.007651, 1.424735, 1.521979, 0.000000, 0.017607, 0.000000, 1.539586, 0.000000
168, 0.000000, 1.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
169, 1.000000, 1.000000, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
170, 2.000000, 1.000000, 3.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
171, 0.744046, 2.700056, 1.259663, 3.184439, 1.474995, 0.000000, 0.572560, 0.000000, 2.047555, 0.000000
172, 0.000000, 1.063314, 0.069862, 1.531105, 0.000000, 1.165274, 0.234161, 0.402658, 0.234161, 1.567932
173, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
174, 0.914449, 0.085551, 1.914449, 0.085551, 0.370737, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
175, 0.032891, 1.382564, 0.150407, 2.265049, 0.076364, 0.000000, 0.196473, 0.000000, 0.272837, 0.000000
176, 0.000000, 2.000000, 1.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
177, 0.284624, 2.668086, 0.790568, 3.162142, 0.512442, 0.000000, 0.398470, 0.000000, 0.910912, 0.000000
178, 0.000000, 1.301730, 0.104810, 1.767065, 0.000000, 0.921043, 0.229882, 0.099585, 0.229882, 1.020628
179, 0.000000, 0.000000, 0.532477, 0.467523, 0.000000, 0.000000, 1.320988, 0.000000, 1.320988, 0.000000
180, 0.000000, 0.517402, 0.276924, 1.240478, 0.000000, 0.000000, 0.386736, 0.000000, 0.386736, 0.000000
181, 0.000000, 1.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
182, 1.000000, 1.000000, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
183, 1.592942, 1.407058, 2.592942, 1.407058, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
184, 2.000000, 2.000000, 3.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
185, 3.000000, 2.000000, 4.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
186, 2.738455, 3.261545, 3.738455, 3.261545, 5.609256, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
187, 0.236393, 6.391942, 0.760963, 6.867372, 0.550707, 0.000000, 0.671344, 0.000000, 1.222050, 0.000000
188, 0.000000, 6.849671, 0.339823, 7.509848, 0.000000, 0.000000, 0.669367, 0.000000, 0.669367, 0.000000
189, 0.000000, 7.000000, 0.246840, 7.753160, 0.000000, 0.000000, 0.125482, 0.000000, 0.125482, 0.000000
190, 0.000000, 8.000000, 0.761286, 8.238714, 0.000000, 0.000000, 0.937008, 0.000000, 0.937008, 0.000000
191, 0.000000, 9.000000, 1.000000, 9.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
192, 0.140801, 9.566583, 0.372346, 10.335037, 0.284452, 0.000000, 0.183325, 0.000000, 0.467777, 0.000000
193, 0.000000, 10.000000, 0.904088, 10.095912, 0.000000, 0.000000, 1.529669, 0.000000, 1.529669, 0.000000
194, 0.000000, 9.139981, 0.180127, 9.959854, 0.000000, 0.000000, 1.117652, 0.000000, 1.117652, 0.000000
195, 0.000000, 6.000000, 0.843494, 6.156506, 0.000000, 0.000000, 0.711394, 0.000000, 0.711394, 0.000000
196, 0.000000, 3.362079, 0.242890, 3.953961, 0.000000, 3.284943, 1.561511, 0.520191, 1.561511, 3.805135
197, 0.000000, 0.000000, 0.122028, 0.045391, 0.000000, -0.000000, 0.945919, 0.351855, 0.945919, 0.351855
198, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
199, 0.287734, 0.540487, 0.804968, 1.023254, 0.783230, 0.000000, 0.624710, 0.000000, 1.407939, 0.000000
200, 0.000000, 1.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
201, 0.570800, 1.121270, 1.233665, 1.385359, 1.891993, 0.714065, 0.305161, 0.161291, 2.197153, 0.875356
202, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
203, 0.719543, 0.280457, 1.719543, 0.280457, 1.847498, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
204, 0.007030, 0.345323, 0.077952, 0.491693, 0.019616, 0.299156, 0.178293, 0.109287, 0.197909, 0.408443
205, 0.000000, 0.000000, 0.631502, 0.217535, 0.000000, -0.000000, 3.017339, 1.039389, 3.017339, 1.039389
206, 0.000000, 0.000000, 0.196579, 0.073826, 0.000000, 0.000000, 0.918259, 0.344854, 0.918259, 0.344854
207, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
208, 0.765182, 0.234818, 1.633581, 0.366419, 0.925538, 0.000000, 0.124847, 0.000000, 1.050386, 0.000000
209, 0.000000, 1.486973, 0.044219, 2.382849, 0.000000, 1.876338, 0.101959, 0.189332, 0.101959, 2.065670
210, 0.000000, 0.000000, 0.093504, 0.181168, 0.000000, 0.000000, 0.283780, 0.549836, 0.283780, 0.549836
211, 0.000000, 0.000000, 0.348617, 0.240844, 0.000000, 0.000000, 1.121777, 0.774987, 1.121777, 0.774987
212, 0.000000, 0.000000, 0.014417, 0.105578, 0.000000, 0.000000, 0.010225, 0.074881, 0.010225, 0.074881
213, 0.000000, 0.000000, 0.427839, 0.000737, 0.000000, -0.000000, 1.399025, 0.002408, 1.399025, 0.002408
214, 0.000000, 0.000000, 0.490681, 0.138179, 0.000000, 0.000000, 2.386990, 0.672192, 2.386990, 0.672192
215, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
216, 0.602721, 0.397279, 1.602721, 0.397279, 1.320763, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
217, 1.000000, 1.000000, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
218, 0.256017, 2.743983, 1.256017, 2.743983, 0.487945, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
219, 1.000000, 3.000000, 2.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
220, 1.959394, 3.040606, 2.959394, 3.040606, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
221, 0.373498, 5.615575, 1.285438, 5.703635, 0.891058, 0.000000, 1.618707, 0.000000, 2.509765, 0.000000
222, 0.000000, 6.000000, 0.034138, 6.965862, 0.000000, 0.000000, 0.051868, 0.000000, 0.051868, 0.000000
223, 0.000000, 7.000000, 0.397791, 7.602209, 0.000000, 0.000000, 0.755355, 0.000000, 0.755355, 0.000000
224, 0.000000, 5.353186, 0.011418, 6.341768, 0.000000, 0.000000, 0.096948, 0.000000, 0.096948, 0.000000
