round,Nq1,Nq2,N1,N2,W1,W2,X1,X2,T1,T2,VarW1,VarW2
1, 0.000, 0.000, 0.048, 0.263, 0.000, 0.000, 0.094, 0.368, 0.094, 0.368, -nan, -nan
2, 0.000, 0.000, 0.097, 0.184, 0.000, 0.000, 0.250, 0.472, 0.250, 0.472, -nan, -nan
3, 0.000, 0.000, 0.154, 0.208, 0.000, -0.000, 0.380, 0.515, 0.380, 0.515, -nan, -nan
4, 0.000, 0.000, 0.675, 0.325, 0.000, 0.000, 1.068, 0.000, 1.068, 0.000, -nan, 0.000
5, 0.000, 0.152, 0.046, 1.106, 0.000, 0.000, 0.106, 0.000, 0.106, 0.000, -nan, 0.000
6, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
7, 0.097, 1.903, 0.908, 2.092, 0.181, 0.000, 1.329, 0.000, 1.510, 0.000, -nan, 0.000
8, 0.000, 3.000, 1.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
9, 1.000, 3.000, 2.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
10, 1.234, 3.766, 2.234, 3.766, 0.287, 0.000, 0.000, 0.000, 0.000, 0.000, inf, 0.000
11, 0.052, 5.488, 0.411, 6.128, 0.275, 0.000, 1.642, 0.000, 1.917, 0.000, -nan, 0.000
12, 0.000, 5.000, 1.000, 5.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
13, 0.096, 5.904, 1.096, 5.904, 0.189, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
14, 1.000, 6.000, 2.000, 6.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
15, 0.127, 6.280, 0.285, 7.122, 0.899, 0.000, 0.244, 0.000, 1.143, 0.000, inf, 0.000
16, 0.000, 1.594, 0.141, 2.453, 0.000, 0.000, 0.907, 0.000, 0.907, 0.000, -nan, 0.000
17, 0.000, 0.991, 0.073, 1.918, 0.000, 0.000, 0.169, 0.000, 0.169, 0.000, -nan, 0.000
18, 0.000, 0.043, 0.011, 0.438, 0.000, 0.261, 0.085, 2.933, 0.085, 3.194, -nan, inf
19, 0.000, 0.000, 0.332, 0.527, 0.000, 0.000, 0.611, 0.969, 0.611, 0.969, -nan, -nan
20, 0.000, 0.000, 0.386, 0.190, 0.000, -0.000, 1.462, 0.718, 1.462, 0.718, -nan, -nan
21, 0.000, 0.000, 0.106, 0.691, 0.000, -0.000, 0.165, 1.073, 0.165, 1.073, -nan, -nan
22, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
23, 0.077, 0.173, 0.245, 0.683, 0.455, 0.484, 0.540, 2.537, 0.995, 3.021, -nan, inf
24, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
25, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
26, 1.020, 0.980, 2.020, 0.980, 3.253, 0.000, 0.000, 0.000, 0.000, 0.000, inf, 0.000
27, 0.797, 2.203, 1.797, 2.203, 1.516, 0.000, 0.000, 0.000, 0.000, 0.000, inf, 0.000
28, 0.001, 2.306, 0.027, 3.280, 0.004, 0.000, 0.077, 0.000, 0.081, 0.000, -nan, 0.000
29, 0.000, 0.251, 0.191, 0.611, 0.000, 0.183, 0.584, 0.914, 0.584, 1.097, -nan, inf
30, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
31, 0.076, 0.487, 0.480, 1.082, 0.205, 0.000, 0.893, 0.000, 1.098, 0.000, -nan, 0.000
32, 0.000, 0.125, 0.043, 0.332, 0.000, 0.396, 0.207, 0.596, 0.207, 0.992, -nan, inf
33, 0.000, 0.000, 0.022, 0.158, 0.000, -0.000, 0.119, 0.846, 0.119, 0.846, -nan, -nan
34, 0.000, 0.000, 0.160, 0.052, 0.000, -0.000, 1.457, 0.477, 1.457, 0.477, -nan, -nan
35, 0.000, 0.000, 0.329, 0.671, 0.000, 0.000, 1.363, 0.000, 1.363, 0.000, -nan, 0.000
36, 0.000, 0.541, 0.038, 1.392, 0.000, 3.644, 0.273, 2.526, 0.273, 6.170, -nan, inf
37, 0.000, 0.000, 0.179, 0.011, 0.000, -0.000, 1.382, 0.084, 1.382, 0.084, -nan, -nan
38, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
39, 0.007, 0.088, 0.096, 0.137, 0.065, 0.061, 0.723, 0.375, 0.788, 0.436, -nan, inf
40, 0.000, 0.000, 0.202, 0.798, 0.000, 0.000, 0.855, 0.000, 0.855, 0.000, -nan, 0.000
41, 0.000, 0.184, 0.051, 0.396, 0.000, 0.836, 0.319, 0.495, 0.319, 1.331, -nan, inf
42, 0.000, 0.000, 0.263, 0.145, 0.000, -0.000, 1.662, 0.918, 1.662, 0.918, -nan, -nan
43, 0.000, 0.000, 0.010, 0.252, 0.000, 0.000, 0.044, 1.168, 0.044, 1.168, -nan, -nan
44, 0.000, 0.000, 0.028, 0.972, 0.000, 0.000, 0.115, 0.000, 0.115, 0.000, -nan, 0.000
45, 0.000, 1.000, 0.174, 1.826, 0.000, 0.000, 0.184, 0.000, 0.184, 0.000, -nan, 0.000
46, 0.000, 2.000, 1.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
47, 1.000, 2.000, 2.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
48, 0.386, 1.701, 0.655, 2.200, 3.407, 5.172, 0.494, 2.055, 3.901, 7.227, inf, inf
49, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
50, 0.010, 0.249, 0.160, 0.427, 0.072, 0.786, 1.025, 0.517, 1.097, 1.303, -nan, inf
51, 0.000, 0.000, 0.023, 0.543, 0.000, -0.000, 0.024, 0.574, 0.024, 0.574, -nan, -nan
52, 0.000, 0.000, 0.892, 0.108, 0.000, 0.000, 1.711, 0.000, 1.711, 0.000, -nan, 0.000
53, 0.000, 0.081, 0.054, 0.235, 0.000, 0.241, 0.477, 1.121, 0.477, 1.362, -nan, inf
54, 0.000, 0.000, 0.025, 0.302, 0.000, 0.000, 0.141, 1.703, 0.141, 1.703, -nan, -nan
55, 0.000, 0.000, 0.086, 0.491, 0.000, 0.000, 0.359, 2.044, 0.359, 2.044, -nan, -nan
56, 0.000, 0.000, 0.293, 0.707, 0.000, 0.000, 0.569, 0.000, 0.569, 0.000, -nan, 0.000
57, 0.000, 1.000, 0.721, 1.279, 0.000, 0.000, 0.400, 0.000, 0.400, 0.000, -nan, 0.000
58, 0.000, 2.000, 0.494, 2.506, 0.000, 0.000, 0.248, 0.000, 0.248, 0.000, -nan, 0.000
59, 0.000, 3.000, 0.384, 3.616, 0.000, 0.000, 0.184, 0.000, 0.184, 0.000, -nan, 0.000
60, 0.000, 4.000, 1.000, 4.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
61, 0.718, 4.282, 1.718, 4.282, 0.961, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
62, 0.001, 1.388, 0.038, 1.822, 0.007, 1.923, 0.269, 1.329, 0.275, 3.251, -nan, inf
63, 0.000, 0.000, 0.104, 0.083, 0.000, -0.000, 1.019, 0.816, 1.019, 0.816, -nan, -nan
64, 0.000, 0.000, 0.139, 0.064, 0.000, 0.000, 0.227, 0.104, 0.227, 0.104, -nan, -nan
65, 0.000, 0.000, 0.095, 0.054, 0.000, -0.000, 0.185, 0.104, 0.185, 0.104, -nan, -nan
66, 0.000, 0.000, 0.166, 0.142, 0.000, 0.000, 0.967, 0.823, 0.967, 0.823, -nan, -nan
67, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
68, 0.261, 0.739, 1.261, 0.739, 1.996, 0.000, 0.000, 0.000, 0.000, 0.000, inf, 0.000
69, 1.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
70, 1.406, 1.594, 2.406, 1.594, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
71, 0.240, 3.080, 0.718, 3.602, 0.869, 0.000, 1.801, 0.000, 2.671, 0.000, inf, 0.000
72, 0.000, 2.579, 0.470, 3.110, 0.000, 0.000, 0.253, 0.000, 0.253, 0.000, -nan, 0.000
73, 0.000, 3.000, 1.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
74, 0.122, 2.179, 0.250, 3.051, 0.474, 0.000, 0.025, 0.000, 0.499, 0.000, -nan, 0.000
75, 0.000, 0.170, 0.160, 0.529, 0.000, 0.071, 1.143, 2.501, 1.143, 2.572, -nan, inf
76, 0.000, 0.000, 0.314, 0.038, 0.000, 0.000, 1.155, 0.141, 1.155, 0.141, -nan, -nan
77, 0.000, 0.000, 0.013, 0.146, 0.000, -0.000, 0.116, 1.305, 0.116, 1.305, -nan, -nan
78, 0.000, 0.000, 0.433, 0.282, 0.000, -0.000, 1.247, 0.810, 1.247, 0.810, -nan, -nan
79, 0.000, 0.000, 0.027, 0.023, 0.000, 0.000, 0.243, 0.204, 0.243, 0.204, -nan, -nan
80, 0.000, 0.000, 0.127, 0.150, 0.000, -0.000, 0.496, 0.586, 0.496, 0.586, -nan, -nan
81, 0.000, 0.000, 0.873, 0.127, 0.000, 0.000, 0.378, 0.000, 0.378, 0.000, -nan, 0.000
82, 0.000, 0.757, 0.491, 1.220, 0.000, 0.788, 1.457, 0.582, 1.457, 1.371, -nan, inf
83, 0.000, 0.000, 0.010, 0.167, 0.000, -0.000, 0.166, 2.841, 0.166, 2.841, -nan, -nan
84, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
85, 0.314, 0.501, 0.769, 1.046, 1.318, 0.000, 0.590, 0.000, 1.908, 0.000, inf, 0.000
86, 0.000, 0.563, 0.390, 0.973, 0.000, 0.446, 1.007, 0.610, 1.007, 1.056, -nan, inf
87, 0.000, 0.000, 0.167, 0.087, 0.000, 0.000, 0.571, 0.298, 0.571, 0.298, -nan, -nan
88, 0.000, 0.000, 0.194, 0.162, 0.000, 0.000, 0.573, 0.479, 0.573, 0.479, -nan, -nan
89, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
90, 0.210, 0.378, 0.474, 0.932, 1.232, 1.900, 0.316, 1.348, 1.548, 3.249, inf, inf
91, 0.000, 0.000, 0.089, 0.911, 0.000, 0.000, 0.039, 0.000, 0.039, 0.000, -nan, 0.000
92, 0.000, 1.000, 0.412, 1.588, 0.000, 0.000, 0.473, 0.000, 0.473, 0.000, -nan, 0.000
93, 0.000, 0.370, 0.021, 0.802, 0.000, 1.110, 0.136, 1.673, 0.136, 2.783, -nan, inf
94, 0.000, 0.000, 0.051, 0.228, 0.000, -0.000, 0.743, 3.347, 0.743, 3.347, -nan, -nan
95, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
96, 0.023, 0.417, 0.202, 0.710, 0.049, 0.568, 0.342, 0.069, 0.391, 0.637, -nan, inf
97, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
98, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
99, 1.375, 0.625, 2.375, 0.625, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
100, 0.141, 0.356, 0.264, 0.591, 0.779, 1.058, 0.463, 1.312, 1.242, 2.369, -nan, inf
101, 0.000, 0.000, 0.267, 0.187, 0.000, -0.000, 1.585, 1.109, 1.585, 1.109, -nan, -nan
102, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
103, 0.074, 0.107, 0.155, 0.217, 1.134, 1.530, 0.127, 0.166, 1.261, 1.696, inf, inf
104, 0.000, 0.000, 0.053, 0.502, 0.000, -0.000, 0.295, 2.801, 0.295, 2.801, -nan, -nan
105, 0.000, 0.000, 0.476, 0.336, 0.000, -0.000, 1.409, 0.994, 1.409, 0.994, -nan, -nan
106, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
107, 0.091, 0.162, 0.334, 0.588, 0.881, 0.100, 1.472, 4.028, 2.353, 4.127, -nan, inf
108, 0.000, 0.000, 0.217, 0.197, 0.000, 0.000, 1.272, 1.155, 1.272, 1.155, -nan, -nan
109, 0.000, 0.000, 0.561, 0.439, 0.000, 0.000, 1.605, 0.000, 1.605, 0.000, -nan, 0.000
110, 0.000, 0.658, 0.548, 1.110, 0.000, 0.000, 1.953, 0.000, 1.953, 0.000, -nan, 0.000
111, 0.000, 0.265, 0.195, 0.409, 0.000, 0.346, 0.970, 0.369, 0.970, 0.715, -nan, inf
112, 0.000, 0.000, 0.901, 0.099, 0.000, 0.000, 1.022, 0.000, 1.022, 0.000, -nan, 0.000
113, 0.000, 1.000, 0.831, 1.169, 0.000, 0.000, 1.506, 0.000, 1.506, 0.000, -nan, 0.000
114, 0.000, 2.000, 0.922, 2.078, 0.000, 0.000, 3.007, 0.000, 3.007, 0.000, -nan, 0.000
115, 0.000, 0.809, 0.079, 1.076, 0.000, 3.405, 1.142, 0.430, 1.142, 3.836, -nan, inf
116, 0.000, 0.000, 0.082, 0.339, 0.000, -0.000, 0.474, 1.961, 0.474, 1.961, -nan, -nan
117, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
118, 0.167, 0.593, 0.504, 1.256, 0.341, 0.000, 0.346, 0.000, 0.686, 0.000, -nan, 0.000
119, 0.000, 0.205, 0.078, 0.446, 0.000, 1.579, 0.972, 1.417, 0.972, 2.995, -nan, inf
120, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
121, 0.017, 0.238, 0.232, 0.286, 0.334, 0.786, 3.775, 0.138, 4.109, 0.924, -nan, inf
122, 0.000, 0.000, 0.912, 0.010, 0.000, -0.000, 1.384, 0.015, 1.384, 0.015, -nan, -nan
123, 0.000, 0.000, 0.051, 0.004, 0.000, 0.000, 0.449, 0.035, 0.449, 0.035, -nan, -nan
124, 0.000, 0.000, 0.187, 0.082, 0.000, 0.000, 4.387, 1.927, 4.387, 1.927, -nan, -nan
125, 0.000, 0.000, 0.369, 0.631, 0.000, 0.000, 0.575, 0.000, 0.575, 0.000, -nan, 0.000
126, 0.000, 0.571, 0.079, 1.177, 0.000, 2.441, 0.392, 0.568, 0.392, 3.008, -nan, inf
127, 0.000, 0.000, 0.208, 0.223, 0.000, 0.000, 0.404, 0.433, 0.404, 0.433, -nan, -nan
128, 0.000, 0.000, 0.359, 0.641, 0.000, 0.000, 1.400, 0.000, 1.400, 0.000, -nan, 0.000
129, 0.000, 0.138, 0.011, 0.383, 0.000, 1.113, 0.095, 1.046, 0.095, 2.159, -nan, inf
130, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
131, 0.198, 0.775, 0.813, 1.160, 0.311, 0.000, 0.657, 0.000, 0.968, 0.000, -nan, 0.000
132, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
133, 0.105, 1.752, 0.439, 2.418, 0.472, 0.000, 1.031, 0.000, 1.503, 0.000, -nan, 0.000
134, 0.000, 0.578, 0.105, 1.328, 0.000, 1.387, 0.516, 2.284, 0.516, 3.672, -nan, inf
135, 0.000, 0.000, 0.266, 0.076, 0.000, -0.000, 1.410, 0.403, 1.410, 0.403, -nan, -nan
136, 0.000, 0.000, 0.126, 0.007, 0.000, 0.000, 1.190, 0.063, 1.190, 0.063, -nan, -nan
137, 0.000, 0.000, 0.112, 0.038, 0.000, -0.000, 1.271, 0.429, 1.271, 0.429, -nan, -nan
138, 0.000, 0.000, 0.228, 0.772, 0.000, 0.000, 0.277, 0.000, 0.277, 0.000, -nan, 0.000
139, 0.000, 0.778, 0.567, 1.210, 0.000, 0.000, 0.903, 0.000, 0.903, 0.000, -nan, 0.000
140, 0.000, 0.934, 0.544, 1.390, 0.000, 0.000, 0.663, 0.000, 0.663, 0.000, -nan, 0.000
141, 0.000, 1.000, 0.666, 1.334, 0.000, 0.000, 2.230, 0.000, 2.230, 0.000, -nan, 0.000
142, 0.000, 0.983, 0.220, 1.296, 0.000, 0.775, 0.610, 0.092, 0.610, 0.868, -nan, inf
143, 0.000, 0.000, 0.187, 0.178, 0.000, 0.000, 0.938, 0.892, 0.938, 0.892, -nan, -nan
144, 0.000, 0.000, 0.025, 0.002, 0.000, 0.000, 0.497, 0.033, 0.497, 0.033, -nan, -nan
145, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
146, 0.224, 0.231, 0.627, 0.301, 1.464, 0.346, 1.159, 0.114, 2.624, 0.460, inf, inf
147, 0.000, 0.000, 0.528, 0.187, 0.000, -0.000, 1.685, 0.596, 1.685, 0.596, -nan, -nan
148, 0.000, 0.000, 0.088, 0.147, 0.000, 0.000, 1.223, 2.038, 1.223, 2.038, -nan, -nan
149, 0.000, 0.000, 0.031, 0.012, 0.000, 0.000, 0.187, 0.071, 0.187, 0.071, -nan, -nan
150, 0.000, 0.000, 0.770, 0.230, 0.000, 0.000, 0.465, 0.000, 0.465, 0.000, -nan, 0.000
151, 0.000, 0.966, 0.090, 1.876, 0.000, 0.000, 0.201, 0.000, 0.201, 0.000, -nan, 0.000
152, 0.000, 0.274, 0.014, 0.734, 0.000, 0.470, 0.026, 0.366, 0.026, 0.836, -nan, inf
153, 0.000, 0.000, 0.201, 0.202, 0.000, -0.000, 1.226, 1.232, 1.226, 1.232, -nan, -nan
154, 0.000, 0.000, 0.540, 0.460, 0.000, 0.000, 0.717, 0.000, 0.717, 0.000, -nan, 0.000
155, 0.000, 0.065, 0.024, 0.163, 0.000, 0.214, 0.125, 0.299, 0.125, 0.513, -nan, inf
156, 0.000, 0.000, 0.283, 0.265, 0.000, 0.000, 1.032, 0.965, 1.032, 0.965, -nan, -nan
157, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
158, 0.002, 0.034, 0.007, 0.151, 0.021, 0.311, 0.031, 0.873, 0.052, 1.184, -nan, inf
159, 0.000, 0.000, 0.730, 0.270, 0.000, 0.000, 0.840, 0.000, 0.840, 0.000, -nan, 0.000
160, 0.000, 1.000, 0.510, 1.490, 0.000, 0.000, 0.315, 0.000, 0.315, 0.000, -nan, 0.000
161, 0.000, 0.208, 0.082, 0.335, 0.000, 0.920, 2.315, 2.696, 2.315, 3.617, -nan, inf
162, 0.000, 0.000, 0.004, 0.040, 0.000, 0.000, 0.033, 0.306, 0.033, 0.306, -nan, -nan
163, 0.000, 0.000, 0.692, 0.308, 0.000, 0.000, 0.431, 0.000, 0.431, 0.000, -nan, 0.000
164, 0.000, 1.000, 0.316, 1.684, 0.000, 0.000, 0.683, 0.000, 0.683, 0.000, -nan, 0.000
165, 0.000, 0.363, 0.069, 0.873, 0.000, 1.381, 0.545, 2.663, 0.545, 4.044, -nan, inf
166, 0.000, 0.000, 0.229, 0.046, 0.000, 0.000, 1.971, 0.393, 1.971, 0.393, -nan, -nan
167, 0.000, 0.000, 0.232, 0.569, 0.000, 0.000, 0.806, 1.976, 0.806, 1.976, -nan, -nan
168, 0.000, 0.000, 0.161, 0.314, 0.000, 0.000, 0.546, 1.067, 0.546, 1.067, -nan, -nan
169, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
170, 0.131, 0.028, 0.271, 0.396, 0.932, 0.130, 0.069, 2.489, 1.001, 2.620, -nan, inf
171, 0.000, 0.000, 0.069, 0.141, 0.000, 0.000, 0.296, 0.610, 0.296, 0.610, -nan, -nan
172, 0.000, 0.000, 0.027, 0.031, 0.000, 0.000, 0.378, 0.434, 0.378, 0.434, -nan, -nan
173, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
174, 0.471, 0.183, 1.086, 0.567, 1.179, 0.000, 0.364, 0.000, 1.543, 0.000, -nan, 0.000
175, 0.000, 1.000, 0.381, 1.619, 0.000, 0.000, 0.201, 0.000, 0.201, 0.000, -nan, 0.000
176, 0.000, 1.255, 0.538, 1.563, 0.000, 0.279, 1.317, 0.473, 1.317, 0.752, -nan, inf
177, 0.000, 0.000, 0.108, 0.493, 0.000, 0.000, 0.218, 0.994, 0.218, 0.994, -nan, -nan
178, 0.000, 0.000, 0.116, 0.241, 0.000, -0.000, 0.530, 1.097, 0.530, 1.097, -nan, -nan
179, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
180, 0.055, 0.206, 0.175, 1.076, 0.248, 0.635, 0.300, 3.308, 0.547, 3.943, -nan, inf
181, 0.000, 0.000, 0.329, 0.124, 0.000, 0.000, 2.852, 1.076, 2.852, 1.076, -nan, -nan
182, 0.000, 0.000, 0.157, 0.018, 0.000, 0.000, 1.605, 0.182, 1.605, 0.182, -nan, -nan
183, 0.000, 0.000, 0.137, 0.360, 0.000, -0.000, 0.419, 1.099, 0.419, 1.099, -nan, -nan
184, 0.000, 0.000, 0.316, 0.441, 0.000, -0.000, 1.271, 1.769, 1.271, 1.769, -nan, -nan
185, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
186, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
187, 1.858, 0.142, 2.858, 0.142, 3.166, 0.000, 0.000, 0.000, 0.000, 0.000, inf, 0.000
188, 0.321, 2.679, 1.321, 2.679, 0.211, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
189, 0.180, 3.522, 0.412, 4.289, 0.433, 0.000, 0.128, 0.000, 0.561, 0.000, -nan, 0.000
190, 0.000, 4.000, 1.000, 4.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
191, 0.302, 4.698, 0.609, 5.391, 1.435, 0.000, 0.028, 0.000, 1.463, 0.000, inf, 0.000
192, 0.000, 2.213, 0.005, 2.754, 0.000, 5.838, 0.060, 0.560, 0.060, 6.398, -nan, inf
193, 0.000, 0.000, 0.056, 0.137, 0.000, -0.000, 0.318, 0.780, 0.318, 0.780, -nan, -nan
194, 0.000, 0.000, 0.489, 0.304, 0.000, 0.000, 0.664, 0.414, 0.664, 0.414, -nan, -nan
195, 0.000, 0.000, 0.069, 0.255, 0.000, -0.000, 0.366, 1.347, 0.366, 1.347, -nan, -nan
196, 0.000, 0.000, 0.072, 0.250, 0.000, -0.000, 0.158, 0.551, 0.158, 0.551, -nan, -nan
197, 0.000, 0.000, 0.409, 0.079, 0.000, -0.000, 1.069, 0.206, 1.069, 0.206, -nan, -nan
198, 0.000, 0.000, 0.445, 0.555, 0.000, 0.000, 0.537, 0.000, 0.537, 0.000, -nan, 0.000
199, 0.000, 0.231, 0.049, 0.620, 0.000, 0.420, 0.113, 0.476, 0.113, 0.897, -nan, inf
200, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
201, 0.720, 0.235, 1.630, 0.324, 1.984, 0.000, 0.524, 0.000, 2.508, 0.000, -nan, 0.000
202, 0.000, 0.919, 0.678, 1.241, 0.000, 0.000, 1.314, 0.000, 1.314, 0.000, -nan, 0.000
203, 0.000, 0.222, 0.054, 0.989, 0.000, 0.555, 0.178, 1.972, 0.178, 2.527, -nan, inf
204, 0.000, 0.000, 0.012, 0.063, 0.000, 0.000, 0.058, 0.314, 0.058, 0.314, -nan, -nan
205, 0.000, 0.000, 0.005, 0.083, 0.000, 0.000, 0.024, 0.408, 0.024, 0.408, -nan, -nan
206, 0.000, 0.000, 0.055, 0.402, 0.000, -0.000, 0.160, 1.177, 0.160, 1.177, -nan, -nan
207, 0.000, 0.000, 0.666, 0.334, 0.000, 0.000, 1.259, 0.000, 1.259, 0.000, -nan, 0.000
208, 0.000, 0.203, 0.094, 0.401, 0.000, 0.841, 0.722, 0.688, 0.722, 1.529, -nan, inf
209, 0.000, 0.000, 0.623, 0.377, 0.000, 0.000, 1.468, 0.000, 1.468, 0.000, -nan, 0.000
210, 0.000, 1.000, 0.693, 1.307, 0.000, 0.000, 0.970, 0.000, 0.970, 0.000, -nan, 0.000
211, 0.000, 1.187, 0.042, 1.818, 0.000, 2.540, 0.186, 0.286, 0.186, 2.827, -nan, inf
212, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
213, 0.035, 0.452, 0.455, 1.032, 0.076, 0.000, 0.844, 0.000, 0.920, 0.000, -nan, 0.000
214, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
215, 0.237, 1.763, 1.109, 1.891, 0.805, 0.000, 2.153, 0.000, 2.958, 0.000, -nan, 0.000
216, 0.000, 2.606, 0.163, 3.443, 0.000, 0.000, 0.459, 0.000, 0.459, 0.000, -nan, 0.000
217, 0.000, 1.504, 0.515, 1.989, 0.000, 0.000, 1.637, 0.000, 1.637, 0.000, -nan, 0.000
218, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
219, 0.708, 1.292, 1.644, 1.356, 0.590, 0.000, 0.191, 0.000, 0.781, 0.000, -nan, 0.000
220, 0.000, 3.000, 1.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
221, 1.000, 3.000, 2.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
222, 0.146, 1.904, 0.383, 2.224, 2.017, 4.552, 1.904, 0.753, 3.920, 5.305, -nan, inf
223, 0.000, 0.000, 0.358, 0.013, 0.000, -0.000, 1.650, 0.062, 1.650, 0.062, -nan, -nan
224, 0.000, 0.000, 0.765, 0.235, 0.000, 0.000, 2.742, 0.000, 2.742, 0.000, -nan, 0.000
225, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
226, 0.481, 1.474, 1.291, 1.664, 1.585, 0.000, 1.085, 0.000, 2.670, 0.000, inf, 0.000
227, 0.000, 1.833, 0.044, 2.789, 0.000, 0.000, 0.072, 0.000, 0.072, 0.000, -nan, 0.000
228, 0.000, 0.998, 0.216, 1.596, 0.000, 1.916, 1.232, 1.501, 1.232, 3.417, -nan, inf
229, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
230, 0.850, 0.150, 1.850, 0.150, 1.813, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
231, 0.024, 0.795, 0.077, 1.263, 0.286, 5.480, 0.334, 0.058, 0.620, 5.538, -nan, inf
