round,Nq1,Nq2,N1,N2,W1,W2,X1,X2,T1,T2,VarW1,VarW2
20456, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20457, 0.002, 0.394, 0.142, 0.748, 0.008, 1.203, 0.654, 0.471, 0.662, 1.673, -nan, inf
20458, 0.000, 0.000, 0.201, 0.046, 0.000, -0.000, 0.653, 0.148, 0.653, 0.148, -nan, -nan
20459, 0.000, 0.000, 0.709, 0.291, 0.000, 0.000, 0.538, 0.000, 0.538, 0.000, -nan, 0.000
20460, 0.000, 0.354, 0.327, 0.689, 0.000, 0.070, 0.821, 0.771, 0.821, 0.841, -nan, inf
20461, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20462, 0.982, 0.018, 1.982, 0.018, 0.638, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20463, 0.120, 1.684, 0.565, 2.238, 0.621, 0.000, 1.683, 0.000, 2.304, 0.000, -nan, 0.000
20464, 0.000, 0.619, 0.035, 1.481, 0.000, 3.151, 0.191, 1.497, 0.191, 4.647, -nan, inf
20465, 0.000, 0.000, 0.790, 0.098, 0.000, -0.000, 1.701, 0.211, 1.701, 0.211, -nan, -nan
20466, 0.000, 0.000, 0.025, 0.939, 0.000, -0.000, 0.083, 3.109, 0.083, 3.109, -nan, -nan
20467, 0.000, 0.000, 0.264, 0.096, 0.000, -0.000, 1.541, 0.557, 1.541, 0.557, -nan, -nan
20468, 0.000, 0.000, 0.732, 0.268, 0.000, 0.000, 2.165, 0.000, 2.165, 0.000, -nan, 0.000
20469, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20470, 0.080, 0.243, 0.184, 0.375, 1.019, 1.390, 0.313, 0.292, 1.332, 1.682, -nan, inf
20471, 0.000, 0.000, 0.982, 0.018, 0.000, 0.000, 1.972, 0.000, 1.972, 0.000, -nan, 0.000
20472, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20473, 0.538, 1.427, 1.315, 1.650, 1.226, 0.000, 0.545, 0.000, 1.770, 0.000, -nan, 0.000
20474, 0.000, 0.322, 0.092, 0.520, 0.000, 1.011, 1.115, 1.384, 1.115, 2.395, -nan, inf
20475, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20476, 0.227, 0.681, 1.020, 0.889, 0.732, 0.000, 1.817, 0.000, 2.548, 0.000, -nan, 0.000
20477, 0.000, 0.064, 0.029, 0.122, 0.000, 0.437, 0.375, 0.305, 0.375, 0.742, -nan, inf
20478, 0.000, 0.000, 0.454, 0.099, 0.000, 0.000, 0.339, 0.074, 0.339, 0.074, -nan, -nan
20479, 0.000, 0.000, 0.208, 0.182, 0.000, -0.000, 0.604, 0.529, 0.604, 0.529, -nan, -nan
20480, 0.000, 0.000, 0.061, 0.003, 0.000, 0.000, 0.384, 0.021, 0.384, 0.021, -nan, -nan
20481, 0.000, 0.000, 0.043, 0.115, 0.000, -0.000, 0.538, 1.447, 0.538, 1.447, -nan, -nan
20482, 0.000, 0.000, 0.646, 0.354, 0.000, 0.000, 0.681, 0.000, 0.681, 0.000, -nan, 0.000
20483, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20484, 0.768, 1.232, 1.768, 1.232, 0.364, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20485, 0.189, 1.261, 0.506, 1.664, 2.127, 2.144, 1.436, 2.383, 3.563, 4.527, -nan, inf
20486, 0.000, 0.000, 0.239, 0.001, 0.000, 0.000, 2.566, 0.016, 2.566, 0.016, -nan, -nan
20487, 0.000, 0.000, 0.949, 0.051, 0.000, 0.000, 2.629, 0.000, 2.629, 0.000, -nan, 0.000
20488, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20489, 1.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20490, 1.005, 1.995, 2.005, 1.995, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20491, 1.549, 2.451, 2.549, 2.451, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20492, 0.514, 3.825, 0.901, 4.438, 0.886, 0.000, 0.316, 0.000, 1.201, 0.000, -nan, 0.000
20493, 0.000, 1.658, 0.430, 1.884, 0.000, 1.004, 1.950, 0.020, 1.950, 1.024, -nan, inf
20494, 0.000, 0.000, 0.179, 0.082, 0.000, -0.000, 1.524, 0.700, 1.524, 0.700, -nan, -nan
20495, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20496, 0.105, 0.745, 0.250, 1.483, 0.330, 2.210, 0.124, 0.102, 0.454, 2.312, -nan, inf
20497, 0.000, 0.000, 0.140, 0.186, 0.000, 0.000, 1.090, 1.451, 1.090, 1.451, -nan, -nan
20498, 0.000, 0.000, 0.007, 0.037, 0.000, 0.000, 0.124, 0.637, 0.124, 0.637, -nan, -nan
20499, 0.000, 0.000, 0.882, 0.118, 0.000, 0.000, 0.688, 0.000, 0.688, 0.000, -nan, 0.000
20500, 0.000, 1.000, 0.735, 1.265, 0.000, 0.000, 1.046, 0.000, 1.046, 0.000, -nan, 0.000
20501, 0.000, 1.937, 0.288, 2.649, 0.000, 0.000, 0.515, 0.000, 0.515, 0.000, -nan, 0.000
20502, 0.000, 0.611, 0.242, 0.734, 0.000, 0.895, 2.791, 0.518, 2.791, 1.413, -nan, inf
20503, 0.000, 0.000, 0.013, 0.111, 0.000, -0.000, 0.151, 1.292, 0.151, 1.292, -nan, -nan
20504, 0.000, 0.000, 0.116, 0.014, 0.000, 0.000, 0.811, 0.099, 0.811, 0.099, -nan, -nan
20505, 0.000, 0.000, 0.016, 0.045, 0.000, 0.000, 0.198, 0.549, 0.198, 0.549, -nan, -nan
20506, 0.000, 0.000, 0.396, 0.538, 0.000, 0.000, 1.824, 2.475, 1.824, 2.475, -nan, -nan
20507, 0.000, 0.000, 0.632, 0.085, 0.000, -0.000, 0.354, 0.047, 0.354, 0.047, -nan, -nan
20508, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20509, 0.114, 0.075, 0.292, 0.251, 1.411, 0.135, 0.786, 2.046, 2.197, 2.181, -nan, inf
20510, 0.000, 0.000, 0.057, 0.085, 0.000, -0.000, 0.607, 0.896, 0.607, 0.896, -nan, -nan
20511, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20512, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20513, 0.703, 1.098, 1.210, 1.591, 1.147, 0.000, 0.437, 0.000, 1.583, 0.000, -nan, 0.000
20514, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20515, 1.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20516, 0.118, 0.943, 0.212, 1.714, 0.936, 7.038, 0.161, 1.922, 1.096, 8.960, -nan, inf
20517, 0.000, 0.000, 0.218, 0.175, 0.000, 0.000, 0.889, 0.714, 0.889, 0.714, -nan, -nan
20518, 0.000, 0.000, 0.421, 0.579, 0.000, 0.000, 1.321, 0.000, 1.321, 0.000, -nan, 0.000
20519, 0.000, 0.852, 0.782, 1.070, 0.000, 0.000, 0.932, 0.000, 0.932, 0.000, -nan, 0.000
20520, 0.000, 1.000, 0.005, 1.995, 0.000, 0.000, 0.007, 0.000, 0.007, 0.000, -nan, 0.000
20521, 0.000, 2.000, 1.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20522, 1.000, 2.000, 2.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20523, 0.240, 3.253, 0.572, 3.921, 0.498, 0.000, 0.477, 0.000, 0.975, 0.000, -nan, 0.000
20524, 0.000, 3.000, 1.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20525, 0.053, 3.245, 0.402, 3.885, 0.253, 2.859, 1.408, 0.185, 1.662, 3.044, -nan, inf
20526, 0.000, 0.000, 0.055, 0.054, 0.000, 0.000, 0.336, 0.330, 0.336, 0.330, -nan, -nan
20527, 0.000, 0.000, 0.466, 0.534, 0.000, 0.000, 0.385, 0.000, 0.385, 0.000, -nan, 0.000
20528, 0.000, 0.144, 0.109, 0.218, 0.000, 0.670, 2.063, 0.727, 2.063, 1.397, -nan, inf
20529, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20530, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20531, 0.347, 0.433, 0.655, 0.565, 1.238, 0.612, 0.281, 0.039, 1.520, 0.651, -nan, inf
20532, 0.000, 0.000, 0.452, 0.055, 0.000, -0.000, 2.393, 0.290, 2.393, 0.290, -nan, -nan
20533, 0.000, 0.000, 0.005, 0.034, 0.000, 0.000, 0.035, 0.218, 0.035, 0.218, -nan, -nan
20534, 0.000, 0.000, 0.132, 0.035, 0.000, -0.000, 0.858, 0.228, 0.858, 0.228, -nan, -nan
20535, 0.000, 0.000, 0.256, 0.025, 0.000, -0.000, 2.315, 0.231, 2.315, 0.231, -nan, -nan
20536, 0.000, 0.000, 0.131, 0.198, 0.000, -0.000, 0.668, 1.006, 0.668, 1.006, -nan, -nan
20537, 0.000, 0.000, 0.080, 0.000, 0.000, -0.000, 1.151, 0.007, 1.151, 0.007, -nan, -nan
20538, 0.000, 0.000, 0.555, 0.182, 0.000, -0.000, 1.181, 0.387, 1.181, 0.387, -nan, -nan
20539, 0.000, 0.000, 0.229, 0.091, 0.000, -0.000, 1.022, 0.404, 1.022, 0.404, -nan, -nan
20540, 0.000, 0.000, 0.534, 0.275, 0.000, 0.000, 2.061, 1.063, 2.061, 1.063, -nan, -nan
20541, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20542, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20543, 1.278, 0.722, 2.278, 0.722, 0.963, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20544, 0.037, 1.207, 0.140, 2.026, 0.199, 2.947, 0.361, 1.491, 0.560, 4.438, -nan, inf
20545, 0.000, 0.000, 0.587, 0.171, 0.000, -0.000, 2.249, 0.656, 2.249, 0.656, -nan, -nan
20546, 0.000, 0.000, 0.381, 0.619, 0.000, 0.000, 0.770, 0.000, 0.770, 0.000, -nan, 0.000
20547, 0.000, 0.872, 0.467, 1.406, 0.000, 0.000, 0.758, 0.000, 0.758, 0.000, -nan, 0.000
20548, 0.000, 1.000, 0.734, 1.266, 0.000, 0.000, 0.789, 0.000, 0.789, 0.000, -nan, 0.000
20549, 0.000, 0.321, 0.085, 0.445, 0.000, 0.566, 0.460, 0.109, 0.460, 0.675, -nan, inf
20550, 0.000, 0.000, 0.106, 0.149, 0.000, 0.000, 0.234, 0.329, 0.234, 0.329, -nan, -nan
20551, 0.000, 0.000, 0.028, 0.201, 0.000, 0.000, 0.163, 1.185, 0.163, 1.185, -nan, -nan
20552, 0.000, 0.000, 0.025, 0.739, 0.000, 0.000, 0.071, 2.153, 0.071, 2.153, -nan, -nan
20553, 0.000, 0.000, 0.001, 0.001, 0.000, 0.000, 0.011, 0.009, 0.011, 0.009, -nan, -nan
20554, 0.000, 0.000, 0.471, 0.048, 0.000, -0.000, 2.050, 0.209, 2.050, 0.209, -nan, -nan
20555, 0.000, 0.000, 0.900, 0.100, 0.000, 0.000, 0.964, 0.000, 0.964, 0.000, -nan, 0.000
20556, 0.000, 0.256, 0.054, 0.561, 0.000, 2.279, 0.614, 1.183, 0.614, 3.462, -nan, inf
20557, 0.000, 0.000, 0.110, 0.323, 0.000, 0.000, 0.065, 0.192, 0.065, 0.192, -nan, -nan
20558, 0.000, 0.000, 0.618, 0.382, 0.000, 0.000, 1.899, 0.000, 1.899, 0.000, -nan, 0.000
20559, 0.000, 0.071, 0.063, 0.126, 0.000, 0.041, 0.299, 0.221, 0.299, 0.261, -nan, inf
20560, 0.000, 0.000, 0.063, 0.277, 0.000, -0.000, 0.205, 0.905, 0.205, 0.905, -nan, -nan
20561, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20562, 0.342, 0.658, 1.283, 0.717, 0.527, 0.000, 0.923, 0.000, 1.450, 0.000, -nan, 0.000
20563, 0.000, 1.889, 0.358, 2.531, 0.000, 0.000, 0.842, 0.000, 0.842, 0.000, -nan, 0.000
20564, 0.000, 0.318, 0.236, 0.615, 0.000, 0.367, 1.059, 0.968, 1.059, 1.335, -nan, inf
20565, 0.000, 0.000, 0.060, 0.004, 0.000, -0.000, 0.315, 0.021, 0.315, 0.021, -nan, -nan
20566, 0.000, 0.000, 0.565, 0.277, 0.000, -0.000, 1.904, 0.932, 1.904, 0.932, -nan, -nan
20567, 0.000, 0.000, 0.064, 0.157, 0.000, 0.000, 0.431, 1.057, 0.431, 1.057, -nan, -nan
20568, 0.000, 0.000, 0.349, 0.383, 0.000, 0.000, 1.867, 2.053, 1.867, 2.053, -nan, -nan
20569, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20570, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20571, 0.485, 0.621, 0.952, 0.888, 5.018, 1.556, 0.178, 1.421, 5.195, 2.977, -nan, inf
20572, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20573, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20574, 2.000, 0.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20575, 3.000, 0.000, 4.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20576, 2.091, 1.909, 3.091, 1.909, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20577, 1.595, 3.405, 2.595, 3.405, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20578, 0.227, 4.631, 0.506, 5.351, 1.207, 0.000, 0.576, 0.000, 1.783, 0.000, -nan, 0.000
20579, 0.000, 3.000, 1.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20580, 0.078, 1.852, 0.305, 2.626, 0.305, 0.000, 0.576, 0.000, 0.881, 0.000, -nan, 0.000
20581, 0.000, 0.635, 0.001, 1.053, 0.000, 1.696, 0.007, 0.382, 0.007, 2.078, -nan, inf
20582, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20583, 0.143, 0.049, 0.317, 0.177, 1.834, 0.222, 0.404, 1.427, 2.238, 1.649, -nan, inf
20584, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20585, 0.135, 0.552, 0.333, 1.168, 0.655, 2.373, 0.312, 0.623, 0.967, 2.996, -nan, inf
20586, 0.000, 0.000, 0.146, 0.217, 0.000, 0.000, 0.667, 0.991, 0.667, 0.991, -nan, -nan
20587, 0.000, 0.000, 0.154, 0.553, 0.000, 0.000, 0.518, 1.866, 0.518, 1.866, -nan, -nan
20588, 0.000, 0.000, 0.664, 0.336, 0.000, 0.000, 2.357, 0.000, 2.357, 0.000, -nan, 0.000
20589, 0.000, 0.271, 0.184, 0.438, 0.000, 0.370, 0.779, 0.336, 0.779, 0.706, -nan, inf
20590, 0.000, 0.000, 0.516, 0.360, 0.000, 0.000, 0.786, 0.549, 0.786, 0.549, -nan, -nan
20591, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20592, 0.149, 0.851, 1.149, 0.851, 0.442, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20593, 1.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20594, 2.000, 1.000, 3.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20595, 0.758, 1.900, 1.321, 2.193, 3.707, 1.729, 1.768, 1.115, 5.475, 2.844, -nan, inf
20596, 0.000, 0.000, 0.183, 0.188, 0.000, 0.000, 0.378, 0.389, 0.378, 0.389, -nan, -nan
20597, 0.000, 0.000, 0.010, 0.004, 0.000, -0.000, 0.072, 0.031, 0.072, 0.031, -nan, -nan
20598, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20599, 0.460, 0.540, 1.460, 0.540, 0.377, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20600, 0.374, 0.751, 0.827, 1.298, 1.203, 0.000, 0.255, 0.000, 1.458, 0.000, -nan, 0.000
20601, 0.000, 0.786, 0.111, 1.675, 0.000, 0.000, 0.574, 0.000, 0.574, 0.000, -nan, 0.000
20602, 0.000, 0.360, 0.336, 0.450, 0.000, 0.140, 1.972, 0.389, 1.972, 0.529, -nan, inf
20603, 0.000, 0.000, 0.216, 0.371, 0.000, 0.000, 0.936, 1.606, 0.936, 1.606, -nan, -nan
20604, 0.000, 0.000, 0.008, 0.156, 0.000, -0.000, 0.069, 1.284, 0.069, 1.284, -nan, -nan
20605, 0.000, 0.000, 0.030, 0.027, 0.000, 0.000, 0.309, 0.274, 0.309, 0.274, -nan, -nan
20606, 0.000, 0.000, 0.018, 0.111, 0.000, -0.000, 0.066, 0.416, 0.066, 0.416, -nan, -nan
20607, 0.000, 0.000, 0.061, 0.410, 0.000, -0.000, 0.460, 3.082, 0.460, 3.082, -nan, -nan
20608, 0.000, 0.000, 0.060, 0.179, 0.000, 0.000, 0.281, 0.840, 0.281, 0.840, -nan, -nan
20609, 0.000, 0.000, 0.104, 0.164, 0.000, -0.000, 0.440, 0.691, 0.440, 0.691, -nan, -nan
20610, 0.000, 0.000, 0.729, 0.271, 0.000, 0.000, 1.666, 0.000, 1.666, 0.000, -nan, 0.000
20611, 0.000, 0.549, 0.250, 1.300, 0.000, 0.000, 0.484, 0.000, 0.484, 0.000, -nan, 0.000
20612, 0.000, 1.000, 0.860, 1.140, 0.000, 0.000, 0.549, 0.000, 0.549, 0.000, -nan, 0.000
20613, 0.000, 1.171, 0.045, 2.048, 0.000, 2.561, 0.138, 0.145, 0.138, 2.706, -nan, inf
20614, 0.000, 0.000, 0.095, 0.102, 0.000, 0.000, 0.746, 0.807, 0.746, 0.807, -nan, -nan
20615, 0.000, 0.000, 0.426, 0.266, 0.000, 0.000, 1.273, 0.797, 1.273, 0.797, -nan, -nan
20616, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20617, 0.502, 0.498, 1.502, 0.498, 1.521, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20618, 0.109, 0.549, 0.280, 1.070, 0.538, 0.949, 0.308, 1.622, 0.846, 2.571, -nan, inf
20619, 0.000, 0.000, 0.160, 0.030, 0.000, -0.000, 1.841, 0.339, 1.841, 0.339, -nan, -nan
20620, 0.000, 0.000, 0.009, 0.024, 0.000, -0.000, 0.154, 0.425, 0.154, 0.425, -nan, -nan
20621, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20622, 0.885, 0.115, 1.885, 0.115, 0.555, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20623, 1.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20624, 2.000, 1.000, 3.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20625, 2.788, 1.212, 3.788, 1.212, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20626, 1.803, 3.197, 2.803, 3.197, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20627, 0.726, 5.274, 1.432, 5.568, 2.337, 0.000, 1.289, 0.000, 3.626, 0.000, -nan, 0.000
20628, 0.000, 2.075, 0.006, 2.670, 0.000, 3.341, 0.040, 0.510, 0.040, 3.851, -nan, inf
20629, 0.000, 0.000, 0.176, 0.164, 0.000, -0.000, 1.437, 1.338, 1.437, 1.338, -nan, -nan
20630, 0.000, 0.000, 0.079, 0.036, 0.000, -0.000, 0.385, 0.173, 0.385, 0.173, -nan, -nan
20631, 0.000, 0.000, 0.827, 0.075, 0.000, 0.000, 3.276, 0.299, 3.276, 0.299, -nan, -nan
20632, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20633, 0.072, 0.928, 0.440, 1.560, 0.175, 0.000, 0.714, 0.000, 0.889, 0.000, -nan, 0.000
20634, 0.000, 1.835, 0.106, 2.729, 0.000, 0.000, 0.209, 0.000, 0.209, 0.000, -nan, 0.000
20635, 0.000, 0.926, 0.121, 1.425, 0.000, 2.228, 0.729, 0.780, 0.729, 3.008, -nan, inf
20636, 0.000, 0.000, 0.034, 0.966, 0.000, 0.000, 0.021, 0.000, 0.021, 0.000, -nan, 0.000
20637, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20638, 0.104, 1.207, 0.403, 1.909, 0.350, 0.000, 0.653, 0.000, 1.002, 0.000, -nan, 0.000
20639, 0.000, 0.078, 0.075, 0.199, 0.000, 0.035, 1.023, 1.607, 1.023, 1.642, -nan, inf
20640, 0.000, 0.000, 0.302, 0.327, 0.000, -0.000, 0.920, 0.995, 0.920, 0.995, -nan, -nan
20641, 0.000, 0.000, 0.094, 0.031, 0.000, 0.000, 0.810, 0.267, 0.810, 0.267, -nan, -nan
20642, 0.000, 0.000, 0.359, 0.158, 0.000, 0.000, 1.363, 0.599, 1.363, 0.599, -nan, -nan
20643, 0.000, 0.000, 0.370, 0.630, 0.000, 0.000, 1.397, 0.000, 1.397, 0.000, -nan, 0.000
20644, 0.000, 0.523, 0.072, 1.384, 0.000, 2.076, 0.329, 1.886, 0.329, 3.962, -nan, inf
20645, 0.000, 0.000, 0.500, 0.219, 0.000, 0.000, 2.160, 0.946, 2.160, 0.946, -nan, -nan
20646, 0.000, 0.000, 0.214, 0.062, 0.000, 0.000, 1.421, 0.408, 1.421, 0.408, -nan, -nan
20647, 0.000, 0.000, 0.045, 0.032, 0.000, 0.000, 0.364, 0.265, 0.364, 0.265, -nan, -nan
20648, 0.000, 0.000, 0.107, 0.498, 0.000, 0.000, 0.257, 1.193, 0.257, 1.193, -nan, -nan
20649, 0.000, 0.000, 0.443, 0.295, 0.000, 0.000, 3.600, 2.395, 3.600, 2.395, -nan, -nan
20650, 0.000, 0.000, 0.119, 0.133, 0.000, 0.000, 1.163, 1.304, 1.163, 1.304, -nan, -nan
20651, 0.000, 0.000, 0.648, 0.352, 0.000, 0.000, 1.174, 0.000, 1.174, 0.000, -nan, 0.000
20652, 0.000, 0.180, 0.118, 0.559, 0.000, 0.448, 0.847, 2.278, 0.847, 2.725, -nan, inf
20653, 0.000, 0.000, 0.190, 0.142, 0.000, -0.000, 0.584, 0.436, 0.584, 0.436, -nan, -nan
20654, 0.000, 0.000, 0.456, 0.030, 0.000, -0.000, 1.198, 0.080, 1.198, 0.080, -nan, -nan
20655, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20656, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20657, 0.945, 0.754, 1.570, 1.062, 3.654, 1.816, 0.851, 0.405, 4.506, 2.221, -nan, inf
20658, 0.000, 0.000, 0.000, 0.376, 0.000, 0.000, 0.002, 1.850, 0.002, 1.850, -nan, -nan
20659, 0.000, 0.000, 0.389, 0.170, 0.000, 0.000, 1.513, 0.660, 1.513, 0.660, -nan, -nan
20660, 0.000, 0.000, 0.131, 0.031, 0.000, 0.000, 0.430, 0.101, 0.430, 0.101, -nan, -nan
20661, 0.000, 0.000, 0.004, 0.078, 0.000, -0.000, 0.025, 0.487, 0.025, 0.487, -nan, -nan
20662, 0.000, 0.000, 0.268, 0.179, 0.000, 0.000, 0.785, 0.525, 0.785, 0.525, -nan, -nan
20663, 0.000, 0.000, 0.573, 0.184, 0.000, -0.000, 0.970, 0.310, 0.970, 0.310, -nan, -nan
20664, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20665, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20666, 0.071, 0.110, 0.150, 0.290, 0.627, 0.225, 0.442, 2.210, 1.069, 2.434, -nan, inf
20667, 0.000, 0.000, 0.065, 0.026, 0.000, -0.000, 1.190, 0.474, 1.190, 0.474, -nan, -nan
20668, 0.000, 0.000, 0.157, 0.063, 0.000, -0.000, 1.666, 0.671, 1.666, 0.671, -nan, -nan
20669, 0.000, 0.000, 0.411, 0.589, 0.000, 0.000, 0.567, 0.000, 0.567, 0.000, -nan, 0.000
20670, 0.000, 0.717, 0.670, 0.781, 0.000, 0.156, 2.224, 0.057, 2.224, 0.213, -nan, inf
20671, 0.000, 0.000, 0.789, 0.081, 0.000, -0.000, 1.461, 0.151, 1.461, 0.151, -nan, -nan
20672, 0.000, 0.000, 0.036, 0.305, 0.000, 0.000, 0.059, 0.503, 0.059, 0.503, -nan, -nan
20673, 0.000, 0.000, 0.723, 0.084, 0.000, -0.000, 0.547, 0.064, 0.547, 0.064, -nan, -nan
20674, 0.000, 0.000, 0.226, 0.165, 0.000, 0.000, 0.406, 0.297, 0.406, 0.297, -nan, -nan
20675, 0.000, 0.000, 0.321, 0.322, 0.000, 0.000, 0.446, 0.447, 0.446, 0.447, -nan, -nan
20676, 0.000, 0.000, 0.073, 0.407, 0.000, -0.000, 0.283, 1.572, 0.283, 1.572, -nan, -nan
20677, 0.000, 0.000, 0.475, 0.139, 0.000, 0.000, 1.403, 0.410, 1.403, 0.410, -nan, -nan
20678, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
20679, 0.367, 0.114, 0.756, 0.319, 2.630, 0.663, 0.157, 0.801, 2.787, 1.465, -nan, inf
20680, 0.000, 0.000, 0.255, 0.239, 0.000, 0.000, 0.410, 0.386, 0.410, 0.386, -nan, -nan
20681, 0.000, 0.000, 0.075, 0.558, 0.000, -0.000, 0.435, 3.220, 0.435, 3.220, -nan, -nan
20682, 0.000, 0.000, 0.718, 0.282, 0.000, 0.000, 0.492, 0.000, 0.492, 0.000, -nan, 0.000
